YEAR,TITLE,citations
2018,Memory Augmented Policy Optimization for Program Synthesis and Semantic Parsing,79
2018,Hardware Conditioned Policies for Multi-Robot Transfer Learning,43
2018,Reward learning from human preferences and demonstrations in Atari,111
2018,Graph Convolutional Policy Network for Goal-Directed Molecular Graph Generation,444
2018,Visual Reinforcement Learning with Imagined Goals,270
2018,Playing hard exploration games by watching YouTube,185
2018,Unsupervised Video Object Segmentation for Deep Reinforcement Learning,51
2018,Learning to Navigate in Cities Without a Map,197
2018,Learning Abstract Options,48
2018,Object-Oriented Dynamics Predictor,22
2018,A Deep Bayesian Policy Reuse Approach Against Non-Stationary Agents,39
2018,Learning Attentional Communication for Multi-Agent Cooperation,165
2018,Deep Dynamical Modeling and Control of Unsteady Fluid Flows,78
2018,Adaptive Skip Intervals: Temporal Abstraction for Recurrent Dynamical Models,22
2018,Zero-Shot Transfer with Deictic Object-Oriented Representation in Reinforcement Learning,3
2018,Total stochastic gradient algorithms and applications in reinforcement learning,10
2018,Fighting Boredom in Recommender Systems with Linear Reinforcement Learning,24
2018,Randomized Prior Functions for Deep Reinforcement Learning,189
2018,Scalable Coordinated Exploration in Concurrent Reinforcement Learning,14
2018,Context-dependent upper-confidence bounds for directed exploration,9
2018,Multi-Agent Generative Adversarial Imitation Learning,92
2018,Actor-Critic Policy Optimization in Partially Observable Multiagent Environments,93
2018,Learning to Share and Hide Intentions using Information Regularization,41
2018,Credit Assignment For Collective Multiagent RL With Global Rewards,50
2018,Multi-Agent Reinforcement Learning via Double Averaging Primal-Dual Optimization,118
2018,Learning Others' Intentional Models in Multi-Agent Settings Using Interactive POMDPs,17
2018,Bayesian Control of Large MDPs with Unknown Dynamics in Data-Poor Environments,66
2018,Negotiable Reinforcement Learning for Pareto Optimal Sequential Decision-Making,5
2018,rho-POMDPs have Lipschitz-Continuous epsilon-Optimal Value Functions,10
2018,Learning Task Specifications from Demonstrations,39
2018,Teaching Inverse Reinforcement Learners via Features and Demonstrations,34
2018,Single-Agent Policy Tree Search With Guarantees,20
2018,From Stochastic Planning to Marginal MAP,5
2018,Dual Principal Component Pursuit: Improved Analysis and Efficient Algorithms,32
2018,Experimental Design for Cost-Aware Learning of Causal Graphs,14
2018,Removing Hidden Confounding by Experimental Grounding,49
2018,Domain Adaptation by Using Causal Inference to Predict Invariant Conditional Distributions,95
2018,Structural Causal Bandits: Where to Intervene?,36
2018,Uplift Modeling from Separate Labels,11
2018,Causal Inference with Noisy and Missing Covariates via Matrix Factorization,35
2018,Fast Estimation of Causal Interactions using Wold Processes,9
2018,Learning and Testing Causal Models with Interventions,34
2018,Causal Inference via Kernel Deviance Measures,34
2018,Multi-domain Causal Structure Learning in Linear Systems,19
2018,Causal Inference and Mechanism Clustering of A Mixture of Additive Noise Models,12
2018,Direct Estimation of Differences in Causal Graphs,20
2018,Identification and Estimation of Causal Effects from Dependent Data,19
2018,Multilingual Anchoring: Interactive Topic Modeling and Alignment Across Languages,22
2018,"Submodular Field Grammars: Representation, Inference, and Application to Image Parsing",2
2018,Autoconj: Recognizing and Exploiting Conjugacy Without a Domain-Specific Language,9
2018,Distributionally Robust Graphical Models,14
2018,Flexible and accurate inference and learning for deep generative models,23
2018,Provable Gaussian Embedding with One Observation,6
2018,Learning and Inference in Hilbert Space with Quantum Graphical Models,15
2018,Multi-value Rule Sets for Interpretable Classification with Feature-Efficient Representations,12
2018,Nonparametric Bayesian Lomax delegate racing for survival analysis with competing risks,17
2018,Theoretical guarantees for EM under misspecified Gaussian mixture models,8
2018,Nonparametric learning from Bayesian models with randomized objective functions,19
2018,Rectangular Bounding Process,17
2018,A Bayesian Nonparametric View on Count-Min Sketch,6
2018,Communication Efficient Parallel Algorithms for Optimization on Manifolds,5
2018,Lifted Weighted Mini-Bucket,1
2018,Cluster Variational Approximations for Structure Learning of Continuous-Time Bayesian Networks from Incomplete Data,9
2018,Faithful Inversion of Generative Models for Effective Amortized Inference,24
2018,A Stein variational Newton method,73
2018,Reparameterization Gradient for Non-differentiable Models,17
2018,Implicit Reparameterization Gradients,144
2018,SLANG: Fast Structured Covariance Approximations for Bayesian Deep Learning with Natural Gradient,39
2018,Wasserstein Variational Inference,30
2018,Adaptive Path-Integral Autoencoders: Representation Learning and Planning for Dynamical Systems,14
2018,Variational Inference with Tail-adaptive f-Divergence,31
2018,Boosting Black Box Variational Inference,21
2018,Discretely Relaxing Continuous Variables for tractable Variational Inference,0
2018,Using Large Ensembles of Control Variates for Variational Inference,14
2018,The promises and pitfalls of Stochastic Gradient Langevin Dynamics,43
2018,Large-Scale Stochastic Sampling from the Probability Simplex,4
2018,Mirrored Langevin Dynamics,34
2018,Thermostat-assisted continuously-tempered Hamiltonian Monte Carlo for Bayesian learning,7
2018,Dimensionally Tight Bounds for Second-Order Hamiltonian Monte Carlo,52
2018,Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,115
2018,Meta-Learning MCMC Proposals,26
2018,Posterior Concentration for Sparse Deep Learning,37
2018,Analytic solution and stationary phase approximation for the Bayesian lasso and elastic net,0
2018,Bayesian Model Selection Approach to Boundary Detection with Non-Local Priors,2
2018,Graphical model inference: Sequential Monte Carlo meets deterministic approximations,8
2018,Implicit Probabilistic Integrators for ODEs,23
2018,A Bayes-Sard Cubature Method,33
2018,Deep State Space Models for Time Series Forecasting,222
2018,BRUNO: A Deep Recurrent Model for Exchangeable Data,22
2018,Scaling Gaussian Process Regression with Derivatives,51
2018,Algebraic tests of general Gaussian latent tree models,1
2018,Differentially Private Bayesian Inference for Exponential Families,20
2018,Semi-crowdsourced Clustering with Deep Generative Models,12
2018,Deep Poisson gamma dynamical systems,21
2018,Deep State Space Models for Unconditional Word Generation,8
2018,Modular Networks: Learning to Decompose Neural Computation,47
2018,Gaussian Process Prior Variational Autoencoders,49
2018,Bayesian Semi-supervised Learning with Graph Gaussian Processes,46
2018,Inference in Deep Gaussian Processes using Stochastic Gradient Hamiltonian Monte Carlo,61
2018,Variational Bayesian Monte Carlo,28
2018,Bayesian Alignments of Warped Multi-Output Gaussian Processes,18
2018,Automating Bayesian optimization with Bayesian optimization,20
2018,Infinite-Horizon Gaussian Processes,22
2018,Learning Gaussian Processes by Minimizing PAC-Bayesian Generalization Bounds,23
2018,Algorithmic Linearly Constrained Gaussian Processes,16
2018,Efficient Projection onto the Perfect Phylogeny Model,3
2018,Distributed $k$-Clustering for Data with Heavy Noise,17
2018,Communication Compression for Decentralized Training,138
2018,"Do Less, Get More: Streaming Submodular Maximization with Subsampling",51
2018,Optimal Algorithms for Continuous Non-monotone Submodular and DR-Submodular Maximization,30
2018,Provable Variational Inference for Constrained Log-Submodular Models,2
2018,Fast greedy algorithms for dictionary selection with generalized sparsity constraints,2
2018,Boolean Decision Rules via Column Generation,74
2018,Computing Kantorovich-Wasserstein Distances on $d$-dimensional histograms using $(d+1)$-partite graphs,16
2018,Adaptive Negative Curvature Descent with Applications in Non-convex Optimization,8
2018,Implicit Bias of Gradient Descent on Linear Convolutional Networks,212
2018,Deep Generative Models for Distribution-Preserving Lossy Compression,72
2018,Visual Object Networks: Image Generation with Disentangled 3D Representations,111
2018,"Nonlocal Neural Networks, Nonlocal Diffusion and Nonlocal Modeling",26
2018,Can We Gain More from Orthogonality Regularizations in Training Deep Networks?,152
2018,Discrimination-aware Channel Pruning for Deep Neural Networks,371
2018,Probabilistic Model-Agnostic Meta-Learning,442
2018,"FastGRNN: A Fast, Accurate, Stable and Tiny Kilobyte Sized Gated Recurrent Neural Network",129
2018,Understanding Batch Normalization,270
2018,How Many Samples are Needed to Estimate a Convolutional Neural Network?,39
2018,Robust Detection of Adversarial Attacks by Modeling the Intrinsic Properties of Deep Neural Networks,65
2018,Combinatorial Optimization with Graph Convolutional Networks and Guided Tree Search,214
2018,Automatic differentiation in ML: Where we are and where we should be going,39
2018,Realistic Evaluation of Deep Semi-Supervised Learning Algorithms,559
2018,Toddler-Inspired Visual Object Learning,47
2018,Generalisation in humans and deep neural networks,273
2018,Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures,157
2018,Incorporating Context into Language Encoding Models for fMRI,54
2018,Mental Sampling in Multimodal Representations,34
2018,Integrated accounts of behavioral and neuroimaging data using flexible recurrent neural network models,16
2018,Efficient inference for time-varying behavior during learning,19
2018,Multivariate Convolutional Sparse Coding for Electromagnetic Brain Signals,27
2018,Manifold-tiling Localized Receptive Fields are Optimal in Similarity-preserving Neural Networks,29
2018,Connectionist Temporal Classification with Maximum Entropy Regularization,25
2018,Removing the Feature Correlation Effect of Multiplicative Noise,4
2018,Overfitting or perfect fitting? Risk bounds for classification and regression rules that interpolate,165
2018,Smoothed Analysis of Discrete Tensor Decomposition and Assemblies of Neurons,13
2018,Entropy and mutual information in models of deep neural networks,108
2018,The committee machine: Computational to statistical gaps in learning a two-layers neural network,54
2018,A Unified Framework for Extensive-Form Game Abstraction with Bounds,7
2018,Connecting Optimization and Regularization Paths,36
2018,"Overlapping Clustering Models, and One (class) SVM to Bind Them All",19
2018,Learning latent variable structured prediction models with Gaussian perturbations,5
2018,Self-Supervised Generation of Spatial Audio for 360° Video,72
2018,Symbolic Graph Reasoning Meets Convolutions,94
2018,Towards Deep Conversational Recommendations,111
2018,Human-in-the-Loop Interpretability Prior,78
2018,Why Is My Classifier Discriminatory?,213
2018,Link Prediction Based on Graph Neural Networks,616
2018,KONG: Kernels for ordered-neighborhood graphs,2
2018,Efficient Stochastic Gradient Hard Thresholding,30
2018,Measures of distortion for machine learning,5
2018,Relating Leverage Scores and Density using Regularized Christoffel Functions,13
2018,Streaming Kernel PCA with $\tilde{O}(\sqrt{n})$ Random Features,20
2018,Learning with SGD and Random Features,55
2018,But How Does It Work in Theory? Linear SVM with Random Features,40
2018,Statistical and Computational Trade-Offs in Kernel K-Means,13
2018,Quadrature-based features for kernel approximation,34
2018,Processing of missing data by neural networks,57
2018,Constructing Deep Neural Networks by Bayesian Network Structure Learning,24
2018,Mallows Models for Top-k Lists,7
2018,Cooperative neural networks (CoNN): Exploiting prior independence structure for improved classification,3
2018,Maximum-Entropy Fine Grained Classification,73
2018,Efficient Loss-Based Decoding on Graphs for Extreme Classification,5
2018,A no-regret generalization of hierarchical softmax to extreme multi-label classification,53
2018,Efficient Gradient Computation for Structured Output Learning with Rational and Tropical Losses,2
2018,Deep Structured Prediction with Nonlinear Output Transformations,15
2018,Mapping Images to Scene Graphs with Permutation-Invariant Structured Prediction,82
2018,Large Margin Deep Networks for Classification,147
2018,Semi-supervised Deep Kernel Learning: Regression with Unlabeled Data by Minimizing Predictive Variance,35
2018,Multitask Boosting for Survival Analysis with Competing Risks,11
2018,Multi-Layered Gradient Boosting Decision Trees,83
2018,Unsupervised Adversarial Invariance,30
2018,Learning Deep Disentangled Embeddings With the F-Statistic Loss,104
2018,Learning Latent Subspaces in Variational Autoencoders,72
2018,Dual Swap Disentangling,27
2018,Joint Autoregressive and Hierarchical Priors for Learned Image Compression,338
2018,Group Equivariant Capsule Networks,82
2018,Learning Disentangled Joint Continuous and Discrete Representations,131
2018, Image-to-image translation for cross-domain disentanglement,151
2018,Cooperative Learning of Audio and Video Models from Self-Supervised Synchronization,205
2018,Non-Adversarial Mapping with VAEs,9
2018,Learning to Teach with Dynamic Loss Functions,62
2018,Maximizing acquisition functions for Bayesian optimization,95
2018,MetaReg: Towards Domain Generalization using Meta-Regularization,238
2018,Transfer Learning with Neural AutoML,75
2018,Hierarchical Reinforcement Learning for Zero-shot Generalization with Subtask Dependencies,33
2018,Lifelong Inverse Reinforcement Learning,7
2018,Safe Active Learning for Time-Series Modeling with Gaussian Processes,19
2018,Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,18
2018,Preference Based Adaptation for Learning Objectives,1
2018,Byzantine Stochastic Gradient Descent,163
2018,Contextual bandits with surrogate losses: Margin bounds and efficient algorithms,13
2018,Online Learning of Quantum States,42
2018,Horizon-Independent Minimax Linear Regression,5
2018,Factored Bandits,9
2018,A Model for Learned Bloom Filters and Optimizing by Sandwiching,84
2018,Streamlining Variational Inference for Constraint Satisfaction Problems,5
2018,Robust Hypothesis Testing Using Wasserstein Uncertainty Sets,42
2018,Smoothed analysis of the low-rank approach for smooth semidefinite programs,16
2018,Convergence of Cubic Regularization for Nonconvex Optimization under KL Property,11
2018,A Simple Proximal Stochastic Gradient Method for Nonsmooth Nonconvex Optimization,60
2018,Stochastic Chebyshev Gradient Descent for Spectral Optimization,9
2018,Proximal SCOPE for Distributed Sparse Learning,2
2018,LAG: Lazily Aggregated Gradient for Communication-Efficient Distributed Learning,162
2018,Direct Runge-Kutta Discretization Achieves Acceleration,70
2018,Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,120
2018,"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization",78
2018,(Probably) Concave Graph Matching,6
2018,Solving Non-smooth Constrained Programs with Lower Complexity than $\mathcal{O}(1/\varepsilon)$: A Primal-Dual Homotopy Smoothing Approach,10
2018,Wasserstein Distributionally Robust Kalman Filtering,38
2018,Decentralize and Randomize: Faster Algorithm for Wasserstein Barycenters,74
2018,Limited Memory Kelley's Method Converges for Composite Convex and Submodular Objectives,2
2018,Stochastic Spectral and Conjugate Descent Methods,7
2018,Third-order Smoothness Helps: Faster Stochastic Optimization Algorithms for Finding Local Minima,8
2018,First-order Stochastic Algorithms for Escaping From Saddle Points in Almost Linear Time,100
2018,Gen-Oja: Simple & Efficient Algorithm for Streaming Generalized Eigenvector Computation,12
2018,Sparse DNNs with Improved Adversarial Robustness,75
2018,Constructing Fast Network through Deconstruction of Convolution,46
2018,Learning Loop Invariants for Program Verification,69
2018,Learning Libraries of Subroutines for Neurally–Guided Bayesian Program Induction,0
2018,Learning to Infer Graphics Programs from Hand-Drawn Images,151
2018,Towards Understanding Learning Representations: To What Extent Do Different Neural Networks Learn the Same Representation,46
2018,Norm matters: efficient and accurate normalization schemes in deep networks,112
2018,ResNet with one-neuron hidden layers is a Universal Approximator,123
2018,Hyperbolic Neural Networks,184
2018,A Simple Unified Framework for Detecting Out-of-Distribution Samples and Adversarial Attacks,565
2018,Improving Neural Program Synthesis with Inferred Execution Traces,30
2018,Scaling the Poisson GLM to massive neural datasets through polynomial approximations,19
2018,Discovery of Latent 3D Keypoints via End-to-end Geometric Reasoning,154
2018,Learning to Reconstruct Shapes from Unseen Classes,87
2018,Using Trusted Data to Train Deep Networks on Labels Corrupted by Severe Noise,247
2018,A Reduction for Efficient LDA Topic Reconstruction,1
2018,A Unified View of Piecewise Linear Neural Network Verification,165
2018,Optimization over Continuous and Multi-dimensional Decisions with Observational Data,12
2018,The Convergence of Sparsified Gradient Methods,244
2018,Estimating Learnability in the Sublinear Data Regime,23
2018,Learning convex polytopes with margin,9
2018,Ridge Regression and Provable Deterministic Ridge Leverage Score Sampling,8
2018,GIANT: Globally Improved Approximate Newton Method for Distributed Optimization,80
2018,Wavelet regression and additive models for irregularly spaced data,2
2018,New Insight into Hybrid Stochastic Gradient Descent: Beyond With-Replacement Sampling and Convexity,24
2018,Sample Efficient Stochastic Gradient Iterative Hard Thresholding Method for Stochastic Sparse Linear Regression with Limited Attribute Observation,8
2018,Robust Subspace Approximation in a Stream,4
2018,A Practical Algorithm for Distributed Clustering and Outlier Detection,16
2018,Compact Representation of Uncertainty in Clustering,6
2018,Bipartite Stochastic Block Models with Tiny Clusters,11
2018,Clustering Redemption–Beyond the Impossibility of Kleinberg’s Axioms,4
2018,Understanding Regularized Spectral Clustering via Graph Conductance,53
2018,Query K-means Clustering and the Double Dixie Cup Problem,15
2018,How to tell when a clustering is (approximately) correct using convex relaxations,8
2018,Derivative Estimation in Random Design,7
2018,Exploiting Numerical Sparsity for Efficient Learning : Faster Eigenvector Computation and Regression,5
2018,Boosted Sparse and Low-Rank Tensor Regression,18
2018,An Efficient Pruning Algorithm for Robust Isotonic Regression,6
2018,A convex program for bilinear inversion of sparse vectors,11
2018,Efficient Convex Completion of Coupled Tensors using Coupled Nuclear Norms,4
2018,Support Recovery for Orthogonal Matching Pursuit: Upper and Lower bounds,5
2018,Learning without the Phase: Regularized PhaseMax Achieves Optimal Sample Complexity,15
2018,On Controllable Sparse Alternatives to Softmax,24
2018,Sparse PCA from Sparse Linear Regression,3
2018,Efficient Anomaly Detection via Matrix Sketching,10
2018,Dimensionality Reduction for Stationary Time Series via Stochastic Nonconvex Optimization,5
2018,Contrastive Learning from Pairwise Measurements,3
2018,Deep Functional Dictionaries: Learning Consistent Semantic Structures on 3D Models from Functions,24
2018,Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport,40
2018,Representation Learning of Compositional Data,4
2018,How To Make the Gradients Small Stochastically: Even Faster Convex and Nonconvex SGD,48
2018,Statistical Optimality of Stochastic Gradient Descent on Hard Learning Problems through Multiple Passes,52
2018,Optimal Subsampling with Influence Functions,24
2018,Metric on Nonlinear Dynamical Systems with Perron-Frobenius Operators,16
2018,Random Feature Stein Discrepancies,29
2018,Informative Features for Model Comparison,19
2018,On Fast Leverage Score Sampling and Optimal Learning,51
2018,Persistence Fisher Kernel: A Riemannian Manifold Kernel for Persistence Diagrams,46
2018,Learning Bounds for Greedy Approximation with Explicit Feature Maps from Multiple Kernels,4
2018,RetGK: Graph Kernels based on Return Probabilities of Random Walks,58
2018,Nonparametric Density Estimation under Adversarial Losses,37
2018,"Deep Homogeneous Mixture Models: Representation, Separation, and Approximation",8
2018,Gaussian Process Conditional Density Estimation,35
2018,Low-rank Interaction with Sparse Additive Effects Model for Large Data Frames,6
2018,Mixture Matrix Completion,5
2018,Multivariate Time Series Imputation with Generative Adversarial Networks,165
2018,Fully Understanding The Hashing Trick,13
2018,Learning semantic similarity in a continuous space,17
2018,Bilevel learning of the Group Lasso structure,22
2018,Bayesian Structure Learning by Recursive Bootstrap,12
2018,Learning from Group Comparisons: Exploiting Higher Order Interactions,13
2018,A Structured Prediction Approach for Label Ranking,25
2018,The Sample Complexity of Semi-Supervised Learning with Nonparametric Mixture Models,1
2018,Binary Classification from Positive-Confidence Data,32
2018,Learning SMaLL Predictors,7
2018,Contour location via entropy reduction leveraging multiple information sources,18
2018,Multi-Class Learning: From Theory to Algorithm,36
2018,Generalized Cross Entropy Loss for Training Deep Neural Networks with Noisy Labels,781
2018,A Smoother Way to Train Structured Prediction Models,8
2018,Constrained Graph Variational Autoencoders for Molecule Design,236
2018,Learning Beam Search Policies via Imitation Learning,14
2018,Loss Functions for Multiset Prediction,12
2018,Learning Confidence Sets using Support Vector Machines,6
2018,Fast Similarity Search via Optimal Sparse Lifting,13
2018,The Sparse Manifold Transform,20
2018,When do random forests fail?,45
2018,Diverse Ensemble Evolution: Curriculum Data-Model Marriage,17
2018,The Pessimistic Limits and Possibilities of Margin-based Losses in Semi-supervised Learning,3
2018,Semi-Supervised Learning with Declaratively Specified Entropy Constraints,3
2018,Learning to Multitask,42
2018,CatBoost: unbiased boosting with categorical features,743
2018,Supervised autoencoders: Improving generalization performance with unsupervised regularizers,111
2018,Representation Learning for Treatment Effect Estimation from Observational Data,103
2018,SimplE Embedding for Link Prediction in Knowledge Graphs,320
2018,DeepProbLog:  Neural Probabilistic Logic Programming,243
2018,Watch Your Step: Learning Node Embeddings via Graph Attention,153
2018,Invariant Representations without Adversarial Training,104
2018,Domain-Invariant Projection Learning for Zero-Shot Recognition,42
2018,Unsupervised Learning of View-invariant Action Representations,58
2018,Neural Architecture Optimization,410
2018,Scalable Hyperparameter Transfer Learning,89
2018,Learning To Learn Around A Common Mean,44
2018,Hybrid-MST: A Hybrid Active Sampling Strategy for Pairwise Preference Aggregation,17
2018,Algorithmic Assurance: An Active Approach to Algorithmic Testing using Bayesian Optimisation,10
2018,Understanding the Role of Adaptivity in Machine Teaching: The Case of Version Space Learners,33
2018,Active Learning for Non-Parametric Regression Using Purely Random Trees,12
2018,Interactive Structure Learning with Structural Query-by-Committee,7
2018,Efficient nonmyopic batch active search,17
2018,Uncertainty Sampling is Preconditioned Stochastic Gradient Descent on Zero-One Loss,9
2018,"Online Adaptive Methods, Universality and Acceleration",46
2018,Online Improper Learning with an Approximation Oracle,13
2018,Online Structured Laplace Approximations for Overcoming Catastrophic Forgetting,142
2018,Approximating Real-Time Recurrent Learning with Random Kronecker Factors,33
2018,Online Reciprocal Recommendation with Theoretical Performance Guarantees,5
2018,Generalized Inverse Optimization through Online Learning,25
2018,Adaptive Online Learning in Dynamic Environments,49
2018,Online convex optimization for cumulative constraints,61
2018,Efficient online algorithms for fast-rate regret bounds under sparsity,3
2018,Regret Bounds for Online Portfolio Selection with a Cardinality Constraint,6
2018,Policy Regret in Repeated Games,4
2018,Query Complexity of Bayesian Private Learning,11
2018,The Limits of Post-Selection Generalization,12
2018,Sequential Test for the Lowest Mean: From Thompson to Murphy Sampling,21
2018,Contextual Combinatorial Multi-armed Bandits with Volatile Arms and Submodular Reward,25
2018,TopRank: A practical algorithm for online stochastic ranking,39
2018,A Bandit Approach to Sequential Experimental Design with False Discovery Control,4
2018,Adaptation to Easy Data in Prediction with Limited Advice,6
2018,Differentially Private Contextual Linear Bandits,46
2018,Community Exploration: From Offline Optimization to Online Learning,2
2018,Adaptive Learning with Unknown Information Flows,2
2018,Multi-armed Bandits with Compensation,17
2018,Bandit Learning with Implicit Feedback,18
2018,Optimistic optimization of a Brownian,4
2018,Bandit Learning with Positive Externalities,13
2018,An Information-Theoretic Analysis for Thompson Sampling with Many Actions,33
2018,Distributed Multi-Player Bandits - a Game of Thrones Approach,83
2018,PG-TS: Improved Thompson Sampling for Logistic Contextual Bandits,23
2018,Non-delusional Q-learning and value-iteration,33
2018,Differentiable MPC for End-to-end Planning and Control,158
2018,Multiple-Step Greedy Policies in Approximate and Online Reinforcement Learning,16
2018,Deep Reinforcement Learning in a Handful of Trials using Probabilistic Dynamics Models,577
2018,Learning convex bounds for linear quadratic control policy synthesis,8
2018,Sample-Efficient Reinforcement Learning with Stochastic Ensemble Value Expansion,182
2018,Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes,14
2018,Why so gloomy? A Bayesian explanation of human pessimism bias in the multi-armed bandit task,5
2019,A Game Theoretic Approach to Class-wise Selective Rationalization,23
2019,A Little Is Enough: Circumventing Defenses For Distributed Learning,96
2019,A New Defense Against Adversarial Images: Turning a Weakness into a Strength,51
2019,Tight Certificates of Adversarial Robustness for Randomly Smoothed Classifiers,46
2019,Adversarial training for free!,447
2019,Certifiable Robustness to Graph Perturbations,53
2019,Certified Adversarial Robustness with Additive Noise,128
2019,Defense Against Adversarial Attacks Using Feature Scattering-based Adversarial Training,96
2019,Efficient online learning with kernels for adversarial large scale problems,6
2019,Empirically Measuring Concentration: Fundamental Limits on Intrinsic Robustness,11
2019,Error Correcting Output Codes Improve Probability Estimation and Adversarial Robustness of Deep Neural Networks,33
2019,Learning from Bad Data via Generation,6
2019,Multi-marginal Wasserstein GAN,44
2019,ResNets Ensemble via the Feynman-Kac Formalism to Improve Natural and Robust Accuracies,35
2019,Subspace Attack: Exploiting Promising Subspaces for Query-Efficient Black-box Attacks,41
2019,ZO-AdaMM: Zeroth-Order Adaptive Momentum Method for Black-Box Optimization,35
2019,Blocking Bandits,13
2019,Combinatorial Bandits with Relative Feedback ,16
2019,Decentralized Cooperative Stochastic Bandits,32
2019,Doubly-Robust Lasso Bandit,15
2019,Efficient Pure Exploration in Adaptive Round Model,8
2019,Epsilon-Best-Arm Identification in Pay-Per-Reward Multi-Armed Bandits,1
2019,Nonstochastic Multiarmed Bandits with Unrestricted Delays,18
2019,On the Optimality of Perturbations in Stochastic and Adversarial Multi-armed Bandit Problems,10
2019,Phase Transitions and Cyclic Phenomena in Bandits with Switching Constraints,13
2019,Polynomial Cost of Adaptation for X-Armed Bandits,6
2019,Semi-Parametric Dynamic Contextual Pricing,12
2019,Coresets for Clustering with Fairness Constraints,47
2019,Correlation Clustering with Adaptive Similarity Queries,7
2019,Correlation clustering with local objectives,7
2019,Foundations of Comparison-Based Hierarchical Clustering,19
2019,Fully Dynamic Consistent Facility Location,16
2019,Greedy Sampling for Approximate Clustering in the Presence of Outliers,10
2019,k-Means Clustering of Lines for Big Data,5
2019,Near Neighbor: Who is the Fairest of Them All?,11
2019,Random Projections and Sampling Algorithms for Clustering of High-Dimensional Polygonal Curves,9
2019,Same-Cluster Querying for Overlapping Clusters,10
2019,Selective Sampling-based Scalable Sparse Subspace Clustering,21
2019,Spectral Modification of Graphs for Improved Spectral Clustering,1
2019,Subquadratic High-Dimensional Hierarchical Clustering,19
2019,Ultra Fast Medoid Identification via Correlated Sequential Halving,8
2019,Ultrametric Fitting by Gradient Descent,20
2019,Backpropagation-Friendly Eigendecomposition,22
2019,Learning-Based Low-Rank Approximations,26
2019,Likelihood-Free Overcomplete ICA and Applications In Causal Discovery,4
2019,Sobolev Independence Criterion ,0
2019,Towards a Zero-One Law for Column Subset Selection,17
2019,Fisher Efficient Inference of Intractable Models,8
2019,Learning Distributions Generated by One-Layer ReLU Networks,13
2019,On Fenchel Mini-Max Learning,15
2019,Practical and Consistent Estimation of f-Divergences,20
2019,Re-examination of the Role of Latent Variables in Sequence Modeling,4
2019,Space and Time Efficient Kernel Density Estimation in High Dimensions,24
2019,Unconstrained Monotonic Neural Networks,58
2019,Mutually Regressive Point Processes,10
2019,Neural Networks with Cheap Differential Operators,17
2019,Convergence Guarantees for Adaptive Bayesian Quadrature Methods,16
2019,Globally Convergent Newton Methods for Ill-conditioned Generalized Self-concordant Losses,20
2019,Kernel Instrumental Variable Regression,60
2019,Kernel Stein Tests for Multiple Model Comparison,7
2019,On Exact Computation with an Infinitely Wide Neural Net,390
2019,Solving Interpretable Kernel Dimensionality Reduction,8
2019,Missing Not at Random in Matrix Completion: The Effectiveness of Estimating Missingness Probabilities Under a Low Nuclear Norm Assumption,20
2019,Aligning Visual Regions and Textual Concepts for Semantic-Grounded Image Representations,39
2019,Augmented Neural ODEs,236
2019,Beyond Vector Spaces: Compact Data Representation as Differentiable Weighted Graphs,1
2019,Exact Rate-Distortion in Autoencoders via Echo Noise,9
2019,Information Competing Process for Learning Diversified Representations,7
2019,Learning low-dimensional state embeddings and metastable clusters from time series data,5
2019,Learning Nonsymmetric Determinantal Point Processes,21
2019,Provably Powerful Graph Networks,153
2019,Quaternion Knowledge Graph Embeddings,163
2019,Semi-supervisedly Co-embedding Attributed Networks,14
2019,A Direct tilde{O}(1/epsilon) Iteration Parallel Algorithm for Optimal Transport,32
2019,Conditional Independence Testing using Generative Adversarial Networks,11
2019,Generalized Sliced Wasserstein Distances,83
2019,Hyperspherical Prototype Networks,37
2019,Input Similarity from the Neural Network Perspective,13
2019,Landmark Ordinal Embedding,1
2019,Tree-Sliced Variants of Wasserstein Distances,28
2019,Communication-efficient Distributed SGD with Sketching,77
2019,Order Optimal One-Shot Distributed Learning,2
2019,Approximating Interactive Human Evaluation with Self-Play for Open-Domain Dialog Systems,47
2019,Game Design for Eliciting Distinguishable Behavior,0
2019,"Adversarial Examples Are Not Bugs, They Are Features",774
2019,Average-Case Averages: Private Algorithms for Smooth Sensitivity and Mean Estimation,34
2019,Capacity Bounded Differential Privacy,22
2019,Differentially Private Anonymized Histograms,8
2019,Differentially Private Bagging: Improved utility and cheaper privacy than subsample-and-aggregate,9
2019,Differentially Private Bayesian Linear Regression,26
2019,Efficiently Estimating Erdos-Renyi Graphs with Node Differential Privacy,17
2019,Locally Private Gaussian Estimation,33
2019,Minimax Optimal Estimation of Approximate Differential Privacy on Neighboring Databases,2
2019,Differentially Private Algorithms for Learning Mixtures of Separated Gaussians,21
2019,Partially Encrypted Deep Learning using Functional Encryption,32
2019,Privacy-Preserving Classification of Personal Text Messages with Secure Multi-Party Computation,9
2019,Reward Constrained Interactive Recommendation with Natural Language Feedback,4
