YEAR,TITLE,citations
2019,Fast Convergence of Belief Propagation to Global Optima: Beyond Correlation Decay ,6
2019,Hyper-Graph-Network Decoders for Block Codes,24
2019,An Algorithm to Learn Polytree Networks with Hidden Nodes,7
2019,Approximating the Permanent by Sampling from Adaptive Partitions,5
2019,Bayesian Joint Estimation of Multiple Graphical Models,10
2019,Counting the Optimal Solutions in Graphical Models,1
2019,Direct Estimation of Differential Functional Graphical Models,7
2019,On Tractable Computation of Expected Predictions,28
2019,Smoothing Structured Decomposable Circuits,10
2019,Sparse Logistic Regression Learns All Discrete Pairwise Graphical Models,39
2019,Structured Graph Learning Via Laplacian Spectral Constraints,19
2019,Bayesian Learning of Sum-Product Networks,23
2019,Latent distance estimation for random geometric graphs,10
2019,The continuous Bernoulli: fixing a pervasive error in variational autoencoders,26
2019,Discriminative Topic Modeling with Logistic LDA,12
2019,Precision-Recall Balanced Topic Modelling,5
2019,Scalable inference of topic evolution via models for latent geometric structures,7
2019,Compositional Plan Vectors,4
2019,Online Optimal Control with Linear Dynamics and Predictions: Algorithms and Regret Analysis,40
2019,Policy Optimization Provably Converges to Nash Equilibria in Zero-Sum Linear Quadratic Games,66
2019,Policy Continuation with Hindsight Inverse Dynamics,12
2019,DAC: The Double Actor-Critic Architecture for Learning Options,19
2019,Hierarchical Reinforcement Learning with Advantage-Based Auxiliary Rewards,31
2019,Language as an Abstraction for Hierarchical Deep Reinforcement Learning,66
2019,Learning Robust Options by Conditional Value at Risk Optimization,8
2019,The Option Keyboard: Combining Skills in Reinforcement Learning,21
2019,A Geometric Perspective on Optimal Representations for Reinforcement Learning,44
2019,A Regularized Approach to Sparse Optimal Policy in Reinforcement Learning,8
2019,Constrained Reinforcement Learning Has Zero Duality Gap,48
2019,Distributional Reward Decomposition for Reinforcement Learning,7
2019,Divergence-Augmented Policy Optimization,5
2019,DualDICE: Behavior-Agnostic Estimation of Discounted Stationary Distribution Corrections,114
2019,Fast Efficient Hyperparameter Tuning for Policy Gradient Methods,11
2019,Finite-Time Performance Bounds and Adaptive Learning Rate Selection for Two Time-Scale Reinforcement Learning,54
2019,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,40
2019,"Intrinsically Efficient, Stable, and Bounded Off-Policy Evaluation for Reinforcement Learning",37
2019,Learning Reward Machines for Partially Observable Reinforcement Learning,32
2019,Off-Policy Evaluation via Off-Policy Classification,27
2019,SMILe: Scalable Meta Inverse Reinforcement Learning through Context-Conditional Policies,12
2019,Variance Reduced Policy Evaluation with Smooth Function Approximation,20
2019,VIREL: A Variational Inference Framework for Reinforcement Learning,23
2019,A Robust Non-Clairvoyant Dynamic Mechanism for Contextual Auctions,9
2019,Equitable Stable Matchings in Quadratic Time,4
2019,Fast and Furious Learning in Zero-Sum Games: Vanishing Regret with Non-Vanishing Step Sizes,17
2019,Learning Auctions with Robust Incentive Guarantees,8
2019,Optimal Pricing in Repeated Posted-Price Auctions with Different Patience of the Seller and the Buyer,12
2019,Optimistic Regret Minimization for Extensive-Form Games via Dilated Distance-Generating Functions,19
2019,An Embedding Framework for Consistent Polyhedral Surrogates,7
2019,Covariate-Powered Empirical Bayes Estimation,11
2019,Learning Bayesian Networks with Low Rank Conditional Probability Tables,4
2019,Learning to Screen,466
2019,Limits of Private Learning with Access to Public Data,14
2019,Multiclass Performance Metric Elicitation,8
2019,On the Value of Target Data in Transfer Learning,20
2019,Outlier-Robust High-Dimensional Sparse Estimation via Iterative Filtering,16
2019,Preference-Based Batch and Sequential Teaching: Towards a Unified View of Models,18
2019,Rates of Convergence for Large-scale Nearest Neighbor Classification,9
2019,"What Can ResNet Learn Efficiently, Going Beyond Kernels?",84
2019,Faster width-dependent algorithm for mixed packing and covering LPs,1
2019,First order expansion of convex regularized estimators,0
2019,On the number of variables to use in principal component regression,20
2019,Implicit Regularization for Optimal Sparse Recovery,24
2019,The Convergence Rate of Neural Networks for Learned Functions of Different Frequencies,61
2019,Improved Regret Bounds for Bandit Combinatorial Optimization,6
2019,Learning in Generalized  Linear Contextual Bandits with Stochastic Delays,28
2019,Low-Rank Bandit Methods for High-Dimensional Dynamic Pricing,10
2019,MaxGap Bandit: Adaptive Algorithms for Approximate Ranking,0
2019,Model Selection for Contextual Bandits,47
2019,No-Regret Learning in Unknown Games with Correlated Payoffs,13
2019,Nonparametric Contextual Bandits in Metric Spaces with Unknown Metric,4
2019,Pure Exploration with Multiple Correct Answers,28
2019,Recovering Bandits,20
2019,Sequential Experimental Design for Transductive Linear Bandits,46
2019,SIC-MMAB: Synchronisation Involves Communication in Multiplayer Multi-Armed Bandits,58
2019,Are sample means in multi-armed bandits positively or negatively biased? ,17
2019,Classification-by-Components: Probabilistic Modeling of Reasoning over a Set of Components,13
2019,Multilabel reductions: what is my loss optimising?,19
2019,Optimal Sparse Decision Trees,70
2019, Markov Random Fields for Collaborative Filtering,11
2019,Regularized Weighted Low Rank Approximation,8
2019,Adaptive Cross-Modal Few-shot Learning,85
2019,Cross Attention Network for Few-shot Classification,184
2019,Incremental Few-Shot Learning with Attention Attractor Networks,87
2019,Learning to Self-Train for Semi-Supervised Few-Shot Classification,132
2019,Meta-Reinforced Synthetic Data for One-Shot Fine-Grained Visual Recognition,20
2019,Transductive Zero-Shot Learning with Visual Structure Constraint,38
2019,Unsupervised Meta-Learning for Few-Shot Image Classification,79
2019,Zero-shot Learning via Simultaneous Generating and Learning,30
2019,Efficient Meta Learning via Minibatch Proximal Update,55
2019,Fast and Flexible Multi-Task Classification using Conditional Neural Adaptive Processes,78
2019,Learning to Learn By Self-Critique,43
2019,MetaInit: Initializing learning by learning to initialize,20
2019,Metalearned Neural Memory,31
2019,Multimodal Model-Agnostic Meta-Learning via Task-Aware Modulation,90
2019,Neural Relational Inference with Fast Modular Meta-learning,26
2019,Online-Within-Online Meta-Learning,26
2019,Learning to Optimize in Swarms,19
2019,Unsupervised Curricula for Visual Meta-Reinforcement Learning,38
2019,Curvilinear Distance Metric Learning,8
2019,Fast Low-rank Metric Learning for Large-scale and High-dimensional Data,4
2019,Metric Learning for Adversarial Robustness,77
2019,Catastrophic Forgetting Meets Negative Transfer: Batch Spectral Shrinkage for Safe Transfer Learning,42
2019,Continual Unsupervised Representation Learning,91
2019,Gradient based sample selection for online continual learning ,137
2019,Learning New Tricks From Old Dogs: Multi-Source Transfer Learning From Pre-Trained Networks,9
2019,Learning Sample-Specific Models with Low-Rank Personalized Regression,8
2019,MCP: Learning Composable Hierarchical Control with Multiplicative Compositional Policies,76
2019,Transfer Anomaly Detection by Inferring Latent Domain Representations,19
2019,Transferable Normalization: Towards Improving Transferability of Deep Neural Networks,74
2019,Uncertainty-based Continual Learning with Adaptive Regularization,50
2019,Bandits with Feedback Graphs and Switching Costs,12
2019,Batched Multi-armed Bandits Problem,46
2019,Beyond Online Balanced Descent: An Optimal Algorithm for Smoothed Online Optimization,23
2019,Equipping Experts/Bandits with Long-term Memory,8
2019,Large Scale Markov Decision Processes with Changing Rewards,6
2019,Online Learning via the Differential Privacy Lens,7
2019,Online Normalization for Training Neural Networks,27
2019,Online Prediction of Switching Graph Labelings with Cluster Specialists,2
2019,Secretary Ranking with Minimal Inversions,0
2019,Learning Mixtures of Plackett-Luce Models from Structured Partial Orders,7
2019,On Sample Complexity Upper and Lower Bounds for Exact Ranking from Noisy Comparisons,6
2019,Selecting Optimal Decisions via Distributionally Robust Nearest-Neighbor Regression,7
2019,A Flexible Generative Framework for Graph-based Semi-supervised Learning,27
2019,Deep Multimodal Multilinear Fusion with High-order Polynomial Pooling,39
2019,Diffusion Improves Graph Learning,125
2019,Graph Neural Tangent Kernel: Fusing Graph Neural Networks with Graph Kernels,93
2019,Hyperbolic Graph Convolutional Neural Networks,181
2019,Hyperbolic Graph Neural Networks,97
2019,Implicitly learning to reason in first-order logic,9
2019,Learning Disentangled Representations for Recommendation,85
2019,Multi-relational Poincaré Graph Embeddings,99
2019,On the equivalence between graph isomorphism testing and function approximation with GNNs,94
2019,Probabilistic Logic Neural Networks for Reasoning,57
2019,A Unifying Framework for Spectrum-Preserving Graph Sparsification and Coarsening,19
2019,Learning Deterministic Weighted Automata with Queries and Counterexamples,22
2019,Revisiting the Bethe-Hessian: Improved Community Detection in Sparse Heterogeneous Graphs,13
2019,Blow: a single-scale hyperconditioned flow for non-parallel raw-audio voice conversion,45
2019,DeepWave: A Recurrent Neural-Network for Real-Time Acoustic Imaging,3
2019,"FastSpeech: Fast, Robust and Controllable Text to Speech",324
2019,MelGAN: Generative Adversarial Networks for Conditional Waveform Synthesis,289
2019,Adaptive GNN for Image Analysis and Editing,1
2019,Few-shot Video-to-Video Synthesis,138
2019,Arbicon-Net: Arbitrary Continuous Geometric Transformation Networks for Image Registration,17
2019,Image Synthesis with a Single (Robust) Classifier,71
2019,Correlated Uncertainty for Learning Dense Correspondences from Noisy Labels,12
2019,Deep RGB-D Canonical Correlation Analysis For Sparse Depth Completion,10
2019,Drill-down: Interactive Retrieval of Complex Scenes using Natural Language Queries,9
2019,Dual Adversarial Semantics-Consistent Network for Generalized Zero-Shot Learning,41
2019,Guided Similarity Separation for Image Retrieval,19
2019,Incremental Scene Synthesis,2
2019,Multi-mapping Image-to-Image Translation via Learning Disentanglement,52
2019,Neural Diffusion Distance for Image Segmentation,5
2019,Predicting the Politics of an Image Using Webly Supervised Data,7
2019,Domes to Drones: Self-Supervised Active Triangulation for 3D Human Pose Reconstruction,14
2019,Cross-Modal Learning with Adversarial Samples,11
2019,Möbius Transformation for Fast Inner Product Search on Graph,22
2019,DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node,17
2019,Crowdsourcing via Pairwise Co-occurrences: Identifiability and Algorithms,17
2019,Expressive power of tensor-network factorizations for probabilistic modeling,50
2019,Factor Group-Sparse Regularization for Efficient Low-Rank Matrix Recovery,16
2019,Multiway clustering via tensor block models  ,19
2019,Singleshot : a scalable Tucker tensor decomposition,2
2019,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,603
2019,A Tensorized Transformer for Language Modeling,58
2019,AttentionXML: Label Tree-based Attention-Aware Deep Model for High-Performance Extreme Multi-Label Text Classification,78
2019,Comparing Unsupervised Word Translation Methods Step by Step,5
2019,Glyce: Glyph-vectors for Chinese Character Representations,75
2019,Hierarchical Optimal Transport for Document Representation,38
2019,Improving Textual Network Learning with Variational Homophilic Embeddings,12
2019,Mixtape: Breaking the Softmax Bottleneck Efficiently,3
2019,Ouroboros: On Accelerating Training of Transformer-Based Language Models,5
2019,Fast Structured Decoding for Sequence Models,51
2019,Data-driven Estimation of Sinusoid Frequencies,13
2019,Distribution Learning of a Random Spatial Field with a Location-Unaware Mobile Sensor,0
2019,Don't take it lightly: Phasing optical random projections with unknown operators,7
2019,Connective Cognition Network for Directional Visual Commonsense Reasoning,11
2019,Heterogeneous Graph Learning for Visual Commonsense Reasoning,16
2019,Learning Dynamics of Attention: Human Prior for Interpretable Machine Reasoning,4
2019,RUBi: Reducing Unimodal Biases for Visual Question Answering,122
2019,Self-Critical Reasoning for Robust Visual Question Answering,57
2019,Variational Structured Semantic Inference for Diverse Image Captioning,13
2019,ViLBERT: Pretraining Task-Agnostic Visiolinguistic Representations for Vision-and-Language Tasks,825
2019,Visual Concept-Metaconcept Learning,25
2019,Detecting Overfitting via Adversarial Examples,24
2019,Neuropathic Pain Diagnosis Simulator for Causal Discovery Algorithm Evaluation,8
2019,Cold Case: The Lost MNIST Digits,54
2019,The Cells Out of Sample (COOS) dataset and benchmarks for measuring out-of-sample generalization of image classifiers,7
2019,PHYRE: A New Benchmark for Physical Reasoning,51
2019,Are Sixteen Heads Really Better than One?,315
2019,Compositional De-Attention Networks,6
2019,Geometry-Aware Neural Rendering,11
2019,Image Captioning: Transforming Objects into Words,118
2019,Learning by Abstraction: The Neural State Machine,125
2019,Neural Shuffle-Exchange Networks - Sequence Processing in O(n log n) Time,8
2019,Novel positional encodings to enable tree-based transformers,51
2019,Self-attention with Functional Time Representation Learning,32
2019,Understanding Attention and Generalization in Graph Neural Networks,76
2019,A Domain Agnostic Measure for Monitoring and Evaluating GANs,21
2019,Bias Correction of Learned Generative Models using Likelihood-Free Importance Weighting,57
2019,Copulas as High-Dimensional Generative Models: Vine Copula Autoencoders,10
2019,Deep Random Splines for Point Process Intensity Estimation of Neural Population Data,5
2019,Discrete Object Generation with Reversible Inductive Construction,15
2019,Generating Diverse High-Fidelity Images with VQ-VAE-2,399
2019,Generative Well-intentioned Networks,3
2019,Graph Normalizing Flows,65
2019,Icebreaker: Element-wise Efficient Information Acquisition with a Bayesian Deep Latent Gaussian Model,9
2019,Integer Discrete Flows and Lossless Compression,57
2019,Amortized Bethe Free Energy Minimization for Learning MRFs,7
2019,MintNet: Building Invertible Neural Networks with Masked Convolutions,34
2019,NAOMI: Non-Autoregressive Multiresolution Sequence Imputation,35
2019,ODE2VAE: Deep generative second order ODEs with Bayesian neural networks,52
2019,Scalable Deep Generative Relational Model with High-Order Node Dependence,7
2019,Variational Mixture-of-Experts Autoencoders for Multi-Modal Deep Generative Models,70
2019,Variational Temporal Abstraction,16
2019,A Generic Acceleration Framework for Stochastic Composite Optimization,25
2019,A unified variance-reduced accelerated gradient method for convex optimization,43
2019,Accelerating Rescaled Gradient Descent: Fast Optimization of Smooth Functions,25
2019,Communication trade-offs for Local-SGD with large step size,18
2019,Convergence-Rate-Matching Discretization of Accelerated Optimization Flows Through Opportunistic State-Triggered Control,4
2019,Decentralized sketching of low rank matrices,6
2019,Differentiable Convex Optimization Layers,156
2019,Dimension-Free Bounds for Low-Precision Training,4
2019,Fast and Accurate Stochastic Gradient Estimation,19
2019,"Fast, Provably convergent IRLS Algorithm for p-norm Linear Regression",16
2019,Hamiltonian descent for composite objectives,9
2019,High-Dimensional Optimization in Adaptive Random Subspaces,12
2019,Optimal Stochastic and Online Learning with Individual Iterates,3
2019,Primal-Dual Block Generalized Frank-Wolfe,8
2019,Stochastic Frank-Wolfe for Composite Convex Minimization,13
2019,Stochastic Variance Reduced Primal Dual Algorithms for Empirical Composition Optimization,6
2019,Band-Limited Gaussian Processes: The Sinc Kernel,9
2019,Exact Gaussian Processes on a Million Data Points,119
2019,Function-Space Distributions over Kernels,16
2019,Modeling Dynamic Functional Connectivity with Latent Factor Gaussian Processes,4
2019,Multi-resolution Multi-task Gaussian Processes,21
2019,Multi-task Learning for Aggregated Data using Gaussian Processes,14
2019,Structured Variational Inference in Continuous Cox Process Models,7
2019,Reconciling meta-learning and continual learning with online mixtures of tasks,57
2019,Computational Separations between Sampling and Optimization,5
2019,Estimating Convergence of Markov chains with L-Lag Couplings,24
2019,Exponential Family Estimation via Adversarial Dynamics Embedding,26
2019,Gradient-based Adaptive Markov Chain Monte Carlo,12
2019,On two ways to use determinantal point processes for Monte Carlo integration,14
2019,Rapid Convergence of the Unadjusted Langevin Algorithm: Isoperimetry Suffices,55
2019,Sample Adaptive MCMC,3
2019,The Implicit Metropolis-Hastings Algorithm,58
2019, A New Distribution on the Simplex with Auto-Encoding Applications,1
2019,Bayesian Layers: A Module for Neural Network Uncertainty,57
2019,Streaming Bayesian Inference for Crowdsourced Classification,0
2019,Learning Hawkes Processes from a handful of events,16
2019,Projected Stein Variational Newton: A Fast and Scalable Bayesian Inference Method in High Dimensions,31
2019,Provable Gradient Variance Guarantees for Black-Box Variational Inference,4
2019,Semi-Implicit Graph Variational Auto-Encoders,39
2019,Sparse Variational Inference: Bayesian Coresets from Scratch,11
2019,Stein Variational Gradient Descent With Matrix-Valued Kernels,26
2019,Tensor Monte Carlo: Particle Methods for the GPU era,3
2019,The Thermodynamic Variational Objective,19
2019,Biases for Emergent Communication in Multi-agent Reinforcement Learning,24
2019,Ease-of-Teaching and Language Structure from Emergent Communication,43
2019,Finding Friend and Foe in Multi-Agent Games,21
2019,Learning Fairness in Multi-Agent Systems,14
2019,MAVEN: Multi-Agent Variational Exploration,93
2019,Modelling the Dynamics of Multiagent Q-Learning in Repeated Symmetric Games: a Mean Field Theoretic Approach,2
2019,Multi-Agent Common Knowledge Reinforcement Learning,32
2019,Budgeted Reinforcement Learning in Continuous State Space,13
2019,Characterizing the Exact Behaviors of Temporal Difference Learning Algorithms Using Markov Jump Linear System Theory,35
2019,From Complexity to Simplicity: Adaptive ES-Active Subspaces for Blackbox Optimization,25
2019,Keeping Your Distance: Solving Sparse Reward Tasks Using Self-Balancing Shaped Rewards,38
2019,Learning from Trajectories via Subgoal Discovery,12
2019,Loaded DiCE: Trading off Bias and Variance in Any-Order Score Function Gradient Estimators for Reinforcement Learning,4
2019,Towards Optimal Off-Policy Evaluation for Reinforcement Learning with Marginalized Importance Sampling,76
2019,Meta-Inverse Reinforcement Learning with Probabilistic Context Variables,22
2019,Neural Proximal/Trust Region Policy Optimization Attains Globally Optimal Policy,69
2019,Neural Temporal-Difference Learning Converges to Global Optima,59
2019,Provably Global Convergence of Actor-Critic: A Case for Linear Quadratic Regulator with Ergodic Cost,33
2019,Regularized Anderson Acceleration for Off-Policy Deep Reinforcement Learning,10
2019,Stabilizing Off-Policy Q-Learning via Bootstrapping Error Reduction,225
2019,Surrogate Objectives for Batch Policy Optimization in One-step Decision Making,13
2019,Discovery of Useful Questions as Auxiliary Tasks,39
2019,Efficient and Thrifty Voting by Any Means Necessary,26
2019,Efficient Regret Minimization Algorithm for Extensive-Form Correlated Equilibrium,8
2019,Learning to Correlate in Multi-Player General-Sum Sequential Games,21
2019,Multiagent Evaluation under Incomplete Information,22
2019,"Poincaré Recurrence, Cycles and Spurious Equilibria in Gradient-Descent-Ascent for Non-Convex Non-Concave Zero-Sum Games",25
2019,Strategizing against No-regret Learners,8
2019,McDiarmid-Type Inequalities for Graph-Dependent Variables and Stability Bounds,6
2019,Nonzero-sum Adversarial Hypothesis Testing Games,5
2019,An adaptive nearest neighbor rule for classification,10
2019,Distribution-Independent PAC Learning of Halfspaces with Massart Noise,39
2019,Fast-rate PAC-Bayes Generalization Bounds via Shifted Rademacher Processes,12
2019,Generalization Bounds for Neural Networks via Approximate Description Length,7
2019,Graph-based Discriminators: Sample Complexity and Expressiveness,1
2019,Limitations of Lazy Training of Two-layers Neural Network,67
2019,On Making Stochastic Classifiers Deterministic,11
2019,Semi-Parametric Efficient Policy Learning with Continuous Actions,16
2019,Small ReLU networks are powerful memorizers: a tight analysis of memorization capacity,52
2019,The Broad Optimality of Profile Maximum Likelihood,18
2019,Time/Accuracy Tradeoffs for Learning a ReLU with respect to Gaussian Marginals,26
2019,A Solvable High-Dimensional Model of GAN,7
2019,Data-Dependence of Plateau Phenomenon in Learning with Neural Network --- Statistical Mechanical Analysis,13
2019,Dynamics of stochastic gradient descent for two-layer neural networks in the teacher-student setup,59
2019,First Exit Time Analysis of Stochastic Gradient Descent Under Heavy-Tailed Gradient Noise,16
2019,The Normalization Method for Alleviating Pathological Sharpness in Wide Neural Networks,18
2019,Untangling in Invariant Speech Recognition ,3
2019,Tensor Programs I: Wide Feedforward or Recurrent Neural Networks of Any Architecture are Gaussian Processes,33
2019,BatchBALD: Efficient and Diverse Batch Acquisition for Deep Bayesian Active Learning,158
2019,Bayesian Batch Active Learning as Sparse Subset Approximation,55
2019,Cost Effective Active Search,228
2019,Exact sampling of determinantal point processes with sublinear time preprocessing,28
2019,Flattening a Hierarchical Clustering through Active Learning,6
2019,Integrating Bayesian and Discriminative Sparse Kernel Machines for  Multi-class Active Learning,6
2019,Learning Nearest Neighbor Graphs from Noisy Distance Samples,6
2019,Machine Teaching of Active Sequential Learners,10
2019,The Label Complexity of Active Learning from Observational Data,8
2019,Adversarial Music: Real world Audio Adversary against Wake-word Detection System,27
2019,Adversarial Robustness through Local Linearization,135
2019,Are Labels Required for Improving Adversarial Robustness?,90
2019,Certifying Geometric Robustness of Neural Networks,59
2019,Cross-Domain Transferability of Adversarial Perturbations,42
2019,Functional Adversarial Attacks,60
2019,Improving Black-box Adversarial Attacks with a Transfer-based Prior,97
2019,Invariance-inducing regularization using worst-case transformations suffices to boost accuracy and spatial robustness,21
2019,Learning to Confuse: Generating Training Time Adversarial Data with Auto-Encoder,12
2019,On Robustness to Adversarial Examples and Polynomial Optimization,19
2019,Outlier-robust estimation of a sparse linear model using $\ell_1$-penalized Huber's $M$-estimator,32
2019,Policy Poisoning in Batch Reinforcement Learning and Control,43
2019,Provable Certificates for Adversarial Examples: Fitting a Ball in the Union of Polytopes,31
2019,Provably robust boosted decision stumps and trees against adversarial attacks,33
2019,Provably Robust Deep Learning via Adversarially Trained Smoothed Classifiers,216
2019,Robust Attribution Regularization,25
2019,Robustness Verification of Tree-based Models,28
2019,Efficient Forward Architecture Search,21
2019,Efficient Neural Architecture Transformation Search in Channel-Level for Object Detection,32
2019,Hyperparameter Learning via Distributional Transfer,14
2019,Learning search spaces for Bayesian optimization: Another view of hyperparameter transfer learning,39
2019,Meta Architecture Search,29
2019,Multi-objective Bayesian optimisation with preferences over objectives,13
2019,Practical Two-Step Lookahead Bayesian Optimization,22
2019,"Procrastinating with Confidence: Near-Optimal, Anytime, Adaptive Algorithm Configuration",17
2019,Splitting Steepest Descent for Growing Neural Architectures ,13
2019,Towards modular and programmable architecture search,11
2019,A New Perspective on Pool-Based Active Classification and False-Discovery Control,7
2019,Bootstrapping Upper Confidence Bound,19
2019,Categorized Bandits,5
2019,Censored Semi-Bandits: A Framework for Resource Allocation with Censored Feedback,7
2019,Contextual Bandits with Cross-Learning,18
2019,"Distribution oblivious, risk-aware algorithms for multi-armed   bandits with unbounded rewards",21
2019,Dynamic Incentive-Aware Learning: Robust Pricing in Contextual Auctions,49
2019,Stochastic Bandits with Context Distributions,6
2019,Thompson Sampling and Approximate Inference,17
2019,Thompson Sampling for Multinomial Logit Contextual Bandits,18
2019,Thompson Sampling with Information Relaxation Penalties,2
2019,Data Cleansing for Models Trained with SGD,22
2019,L_DMI: A Novel Information-theoretic Loss Function for Training Deep Nets Robust to Label Noise,65
2019,Copula Multi-label Learning,4
2019,Optimizing Generalized Rate Metrics with Three Players,14
2019,Better Transfer Learning with Inferred Successor Maps,13
2019,"Compacting, Picking and Growing for Unforgetting Continual Learning",55
2019,Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift,83
2019,Generalization in multitask deep neural classifiers: a statistical physics approach,10
2019,Hierarchical Optimal Transport for Multimodal Distribution Alignment,21
2019,Learning Robust Global Representations by Penalizing Local Predictive Power,82
2019,Modular Universal Reparameterization: Deep Multi-task Learning Across Diverse Domains,14
2019,Online Continual Learning with Maximal Interfered Retrieval,5
2019,Pareto Multi-Task Learning,60
2019,Transfer Learning via Minimizing the Performance Gap Between Domains,20
2019,Large Scale Adversarial Representation Learning,269
2019,Layer-Dependent Importance Sampling for Training Deep and Large Graph Convolutional Networks,67
2019,Learning elementary structures for 3D shape generation and matching,76
2019,Learning from brains how to regularize machines,15
2019,Rethinking Kernel Methods for Node Representation Learning on Graphs,9
2019,Slice-based Learning: A Programming Model for Residual Learning in Critical Data Slices,28
2019,Deep Supervised Summarization: Algorithm and Application to Learning Instructions,6
2019,Unsupervised Emergence of Egocentric Spatial Structure from Sensorimotor Prediction,4
2019,Unsupervised State Representation Learning in Atari,106
2019,What the Vec? Towards Probabilistically Grounded Embeddings,14
2019,Assessing Disparate Impact of Personalized Interventions: Identifiability and Bounds,3
2019,Assessing Social and Intersectional Biases in Contextualized Word Representations,59
2019,Balancing Efficiency and Fairness in On-Demand Ridesourcing,18
2019,Characterizing Bias in Classifiers using Generative Models,18
2019,Demystifying Black-box Models with Symbolic Metamodels,30
2019,Envy-Free Classification,26
2019,Fair Algorithms for Clustering,106
2019,Modeling Conceptual Understanding in Image Reference Games,11
2019,Multi-Criteria Dimensionality Reduction with Applications to Fairness,16
2019,Noise-tolerant fair classification,25
2019,On the Accuracy of Influence Functions for Measuring Group Effects,64
2019,Paradoxes in Fair Machine Learning,12
2019,PC-Fairness: A Unified Framework for Measuring Causality-based Fairness,34
2019,This Looks Like That: Deep Learning for Interpretable Image Recognition,267
2019,Towards Automatic Concept-based Explanations,155
2019,Adversarial Training and Robustness for Multiple Perturbations,167
2019,Devign: Effective Vulnerability Identification by Learning Comprehensive Program Semantics via Graph Neural Networks,94
2019,Differentially Private Distributed Data Summarization under Covariate Shift,5
2019,Private Hypothesis Selection,30
2019,Facility Location Problem in Differential Privacy Model Revisited ,2
2019,KNG: The K-Norm Gradient Mechanism,11
2019,Locally Private Learning without Interaction Requires Separation,14
2019,Lower Bounds on Adversarial Robustness from Optimal Transport,40
2019,On Differentially Private Graph Sparsification and Applications,14
2019,Privacy-Preserving Q-Learning with Functional Noise in Continuous Spaces,13
2019,REM: From Structural Entropy to Community Structure Deception ,11
2019,Rethinking Deep Neural Network Ownership Verification: Embedding Passports to Defeat Ambiguity Attacks,55
2019,SHE: A Fast and Accurate Deep Neural Network for Encrypted Data,27
2019,Theoretical evidence for adversarial robustness through randomization,35
2019,Cross-sectional Learning of Extremal Dependence among Financial Assets,4
2019,Diffeomorphic Temporal Alignment Nets,13
2019,DTWNet: a Dynamic Time Warping Network,21
2019,Enhancing the Locality and Breaking the Memory Bottleneck of Transformer on Time Series Forecasting,168
2019,Fully Neural Network based Model for General Temporal Point Processes,49
2019,GRU-ODE-Bayes: Continuous Modeling of Sporadically-Observed Time Series,85
2019,High-dimensional multivariate forecasting with low-rank Gaussian Copula Processes,43
2019,Learning Latent Process from High-Dimensional Event Sequences via Efficient Sampling,7
2019,Learning Representations for Time Series Clustering,44
2019,Multi-Resolution Weak Supervision for Sequential Data,12
2019,Neural Jump Stochastic Differential Equations,90
2019,Shape and Time Distortion Loss for Training Deep Time Series Forecasting Models,45
2019,"Think Globally, Act Locally: A Deep Neural Network Approach to High-Dimensional Time Series Forecasting",102
2019,Unsupervised Scalable Representation Learning for Multivariate Time Series,85
2019,Convergence of Adversarial Training in Overparametrized Neural Networks,39
2019,Discriminator optimal transport,24
2019,Learning from Label Proportions with Generative Adversarial Networks,9
2019,Learning GANs and Ensembles Using Discrepancy,6
2019,MarginGAN: Adversarial Training in Semi-Supervised Learning,19
2019,Modeling Tabular data using Conditional GAN,148
2019,Beyond the Single Neuron Convex Barrier for Neural Network Certification,68
2019,Quality Aware Generative Adversarial Networks,9
2019,Random deep neural networks are biased towards simple functions,27
2019,Reducing Noise in GAN Training with Variance Reduced Extragradient,80
2019,Self-supervised GAN: Analysis and Improvement with Multi-class Minimax Game,31
2019,The Point Where Reality Meets Fantasy: Mixed Adversarial Generators for Image Splice Detection,22
2019,Training Language GANs from Scratch,38
2019,Zero-shot Knowledge Transfer via Adversarial Belief Matching,78
2019,A General Theory of Equivariant CNNs on Homogeneous Spaces,131
2019,Abstraction based Output Range Analysis for Neural Networks,13
2019,ANODEV2: A Coupled Neural ODE Framework,20
2019,Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction,7
2019,CNN^{2}: Viewpoint Generalization via a Binocular Vision,1
2019,CondConv: Conditionally Parameterized Convolutions for Efficient Inference,134
2019,Convolution with even-sized kernels and symmetric padding,18
2019,Deep Active Learning with a Neural Architecture Search,23
2019,Deep Scale-spaces: Equivariance Over Scale,59
2019,DFNets: Spectral CNNs for Graphs with Feedback-Looped Filters,19
2019,Einconv: Exploring Unexplored Tensor Network Decompositions for Convolutional Neural Networks,23
2019,Finding the Needle in the Haystack with Convolutions: on the benefits of architectural bias,11
2019,Fixing the train-test resolution discrepancy,194
2019,Gaussian-Based Pooling for Convolutional Neural Networks,6
2019,General E(2)-Equivariant Steerable CNNs,100
2019,Learning Stable Deep Dynamics Models,55
2019,Neural Similarity Learning,13
2019,Cross-channel Communication Networks,11
2019,Positional Normalization,36
2019,Powerset Convolutional Neural Networks,13
2019,Preventing Gradient Attenuation in Lipschitz Constrained Convolutional Networks,31
