YEAR,TITLE,citations 
2020,Online Pricing with Offline Data: Phase Transition and Inverse Square Law,11
2020,Empirical Study of the Benefits of Overparameterization in Learning Latent Variable Models,8
2020,DeBayes: a Bayesian Method for Debiasing Network Embeddings,14
2020,Structured Prediction with Partial Labelling through the Infimum Loss,16
2020,Online Learned Continual Compression with Adaptive Quantization Modules,23
2020,Boosted Histogram Transform for Regression,3
2020,On Validation and Planning of An Optimal Decision Rule with Application in Healthcare Studies,1
2020,"Uncertainty quantification for nonconvex tensor completion: Confidence intervals, heteroscedasticity and optimality",16
2020,Provably Efficient Exploration in Policy Optimization,107
2020,Near-linear time Gaussian process optimization with adaptive batching and resparsification,7
2020,Poisson Learning: Graph Based Semi-Supervised Learning At Very Low Label Rates,13
2020,"Explore, Discover and Learn: Unsupervised Discovery of State-Covering Skills",35
2020,Logarithmic Regret for Learning Linear Quadratic Regulators Efficiently,24
2020,Fully Parallel Hyperparameter Search: Reshaped Space-Filling,12
2020,Data preprocessing to mitigate bias: A maximum entropy based approach,7
2020,Meta-learning with Stochastic Linear Bandits,20
2020,Description Based Text Classification with Reinforcement Learning,20
2020,Concise Explanations of Neural Networks using Adversarial Training,11
2020,Unlabelled Data Improves Bayesian Uncertainty Calibration under Covariate Shift,11
2020,Imputer: Sequence Modelling via Imputation and Dynamic Programming,45
2020,Optimizing for the Future in Non-Stationary MDPs,14
2020,Learning to Simulate and Design for Structural Engineering,7
2020,Decentralized Reinforcement Learning: Global Decision-Making via Local Economic Transactions,3
2020,Invariant Rationalization,41
2020,Circuit-Based Intrinsic Methods to Detect Overfitting,5
2020,Better depth-width trade-offs for neural networks through the lens of dynamical systems,7
2020,Explainable and Discourse Topic-aware Neural Language Understanding,2
2020,Uncertainty-Aware Lookahead Factor Models for Quantitative Investing,1
2020,Deep Reasoning Networks for Unsupervised Pattern De-mixing with Constraint Reasoning,13
2020,Self-PU: Self Boosted and Calibrated Positive-Unlabeled Training,17
2020,Learning To Stop While Learning To Predict,11
2020,Combinatorial Pure Exploration for Dueling Bandit,7
2020,Graph Optimal Transport for Cross-Domain Alignment,31
2020,Stabilizing Differentiable Architecture Search via Perturbation-based Regularization,58
2020,Mapping natural-language problems to formal-language solutions using structured neural representations,11
2020,Convolutional Kernel Networks for Graph-Structured Data,20
2020,Learning Flat Latent Manifolds with VAEs,5
2020,A Simple Framework for Contrastive Learning of Visual Representations,2656
2020,Retro*: Learning Retrosynthetic Planning with Neural Guided A* Search,14
2020,Differentiable Product Quantization for End-to-End Embedding Compression,11
2020,On Efficient Constructions of Checkpoints,2
2020,Angular Visual Hardness,19
2020,Estimating the Error of Randomized Newton Methods: A Bootstrap Approach,1
2020,VFlow: More Expressive Generative Flows with Variational Data Augmentation,21
2020,More Data Can Expand The Generalization Gap Between Adversarially Robust and Standard Models,26
2020,An Accelerated DFO Algorithm for Finite-sum Convex Functions,7
2020,Generative Pretraining From Pixels,272
2020,Negative Sampling in Semi-Supervised learning,5
2020,Optimization from Structured Samples for Coverage Functions,3
2020,Simple and Deep Graph Convolutional Networks,176
2020,On Breaking Deep Generative Model-based Defenses and Beyond,2
2020,Automated Synthetic-to-Real Generalization,17
2020,(Locally) Differentially Private Combinatorial Semi-Bandits,1
2020,High-dimensional Robust Mean Estimation via Gradient Descent,16
2020,CLUB: A Contrastive Log-ratio Upper Bound of Mutual Information,26
2020,Learning with Bounded Instance and Label-dependent Label Noise,73
2020,Mutual Transfer Learning for Massive Data,0
2020,Stochastic Gradient and Langevin Processes,8
2020,Representation Learning via Adversarially-Contrastive Optimal Transport,2
2020,Convergence Rates of Variational Inference in Sparse Deep Learning,12
2020,Reinforcement Learning for Non-Stationary Markov Decision Processes: The Blessing of (More) Optimism,23
2020,Streaming Coresets for Symmetric Tensor Factorization,4
2020,On Coresets for Regularized Regression,3
2020,How to Solve Fair k-Center in Massive Data Models,7
2020,Fair Generative Modeling via Weak Supervision,19
2020,Encoding Musical Style with Transformer Autoencoders,32
2020,k-means++: few more steps yield constant approximation,1
2020,Stochastic Flows and Geometric Optimization on the Orthogonal Group,4
2020,Unbiased Risk Estimators Can Mislead: A Case Study of Learning with Complementary Labels,14
2020,Data-Dependent Differentially Private Parameter Learning for Directed Graphical Models,8
2020,Online Continual Learning from Imbalanced Data,29
2020,Distance Metric Learning with Joint Representation Diversification,3
2020,"Semismooth Newton Algorithm for Efficient Projections onto $\ell_1, ∞$-norm Ball",0
2020,Estimating Generalization under Distribution Shifts via Domain-Invariant Representations,9
2020,Scalable and Efficient Comparison-based Search without Features,2
2020,Feature-map-level Online Adversarial Knowledge Distillation,35
2020,Teaching with Limited Information on the Learner’s Behaviour,6
2020,Deep Divergence Learning,3
2020,Model Fusion with Kullback-Leibler Divergence,8
2020,Leveraging Procedural Generation to Benchmark Reinforcement Learning,132
2020,Composable Sketches for Functions of Frequencies: Beyond the Worst Case,12
2020,Healing Products of Gaussian Process Experts,3
2020,On Efficient Low Distortion Ultrametric Embedding,3
2020,Sub-linear Memory Sketches for Near Neighbor Search on Streaming Data,7
2020,Word-Level Speech Recognition With a Letter to Word Encoder,2
2020,Boosting Frank-Wolfe by Chasing Gradients,15
2020,Learning Opinions in Social Networks,1
2020,Relaxing Bijectivity Constraints with Continuously Indexed Normalising Flows,37
2020,Adaptive Region-Based Active Learning,6
2020,Online Learning with Dependent Stochastic Feedback Graphs,1
2020,Learnable Group Transform For Time-Series,9
2020,DINO: Distributed Newton-Type Optimization Method,0
2020,Causal Modeling for Fairness In Dynamical Systems,11
2020,Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,93
2020,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,244
2020,Real-Time Optimisation for Online Learning in Auctions,2
2020,Privately detecting changes in unknown distributions,4
2020,Flexible and Efficient Long-Range Planning Through Curious Exploration,2
2020,"Parameter-free, Dynamic, and Strongly-Adaptive Online Learning",7
2020,Momentum Improves Normalized SGD,27
2020,Supervised Quantile Normalization for Low Rank Matrix Factorization,2
2020,Double Trouble in Double Descent: Bias and Variance(s) in the Lazy Regime,47
2020,R2-B2: Recursive Reasoning-Based Bayesian Optimization for No-Regret Learning in Games,6
2020,Scalable Deep Generative Modeling for Sparse Graphs,13
2020,The Usual Suspects? Reassessing Blame for VAE Posterior Collapse,16
2020,Confidence Sets and Hypothesis Testing in a Likelihood-Free Inference Setting,3
2020,Goodness-of-Fit Tests for Inhomogeneous Random Graphs,1
2020,Sharp Statistical Guaratees for Adversarially Robust Gaussian Classification,13
2020,Adversarial Attacks on Probabilistic Autoregressive Forecasting Models,6
2020,Subspace Fitting Meets Regression: The Effects of Supervision and Orthonormality Constraints on Double Descent of Generalization Errors,6
2020,Probing Emergent Semantics in Predictive Agents via Question Answering,5
2020,Low-Variance and Zero-Variance Baselines for Extensive-Form Games,7
2020,Combining Differentiable PDE Solvers and Graph Neural Networks for Fluid Flow Prediction,13
2020,Representing Unordered Data Using Complex-Weighted Multiset Automata,1
2020,An end-to-end Differentially Private Latent Dirichlet Allocation Using a Spectral Algorithm,2
2020,Gamification of Pure Exploration for Linear Bandits,29
2020,Structure Adaptive Algorithms for Stochastic Bandits,17
2020,Randomly Projected Additive Gaussian Processes for Regression,8
2020,Interpreting Robust Optimization via Adversarial Influence Functions,5
2020,Non-convex Learning via Replica Exchange Stochastic Gradient MCMC,8
2020,Towards Understanding the Dynamics of the First-Order Adversaries,5
2020,Robust Pricing in Dynamic Mechanism Design,2
2020,A Swiss Army Knife for Minimax Optimal Transport,6
2020,Margin-aware Adversarial Domain Adaptation with Optimal Transport,8
2020,Enhancing Simple Models by Exploiting What They Already Know,1
2020,Spectral Frank-Wolfe Algorithm: Strict Complementarity and Linear Convergence,9
2020,Generalization Guarantees for Sparse Kernel Approximation with Entropic Optimal Features,2
2020,Layered Sampling for Robust Optimization Problems,2
2020,Growing Adaptive Multi-hyperplane Machines,1
2020,Inexact Tensor Methods with Dynamic Accuracies,7
2020,Provable Smoothness Guarantees for Black-Box Variational Inference,9
2020,Optimal Differential Privacy Composition for Exponential Mechanisms,19
2020,Multinomial Logit Bandit with Low Switching Cost,8
2020,Towards Adaptive Residual Network Training: A Neural-ODE Perspective,6
2020,On the Expressivity of Neural Networks for Deep Reinforcement Learning,7
2020,Collapsed Amortized Variational Inference for Switching Nonlinear Dynamical Systems,7
2020,"Expert Learning through Generalized Inverse Multiobjective Optimization: Models, Insights, and Algorithms",4
2020,The Complexity of Finding Stationary Points with Stochastic Gradient Descent,25
2020,Optimal Non-parametric Learning in Repeated Contextual Auctions with Strategic Buyer,5
2020,Reserve Pricing in Repeated Second-Price Auctions with Strategic Bidders,9
2020,NGBoost: Natural Gradient Boosting for Probabilistic Prediction,45
2020,Minimax-Optimal Off-Policy Evaluation with Linear Function Approximation,49
2020,Online Bayesian Moment Matching based SAT Solver Heuristics,2
2020,Familywise Error Rate Control by Interactive Unmasking,6
2020,Cooperative Multi-Agent Bandits with Heavy Tails,14
2020,Kernel Methods for Cooperative Multi-Agent Contextual Bandits,10
2020,Optimization Theory for ReLU Neural Networks Trained with Normalization Layers,10
2020,Equivariant Neural Rendering,17
2020,On Contrastive Learning for Likelihood-free Inference,32
2020,Efficient and Scalable Bayesian Neural Nets with Rank-1 Factors,71
2020,Sparse Gaussian Processes with Spherical Harmonic Features,23
2020,Is There a Trade-Off Between Fairness and Accuracy? A Perspective Using Mismatched Hypothesis Testing,30
2020,Self-Concordant Analysis of Frank-Wolfe Algorithms,10
2020,"Estimating Q(s,s’) with Deep Deterministic Dynamics Gradients",6
2020,Training Linear Neural Networks: Non-Local Convergence and Complexity Results,8
2020,Student-Teacher Curriculum Learning via Reinforcement Learning: Predicting Hospital Inpatient Admission Location,8
2020,Decision Trees for Decision-Making under the Predict-then-Optimize Framework,25
2020,Revisiting Spatial Invariance with Low-Rank Local Connectivity,10
2020,Divide and Conquer: Leveraging Intermediate Feature Representations for Quantized Training of Neural Networks,5
2020,Generalization Error of Generalized Linear Models in High Dimensions,12
2020,Parallel Algorithm for Non-Monotone DR-Submodular Maximization,6
2020,Continuous Time Bayesian Networks with Clocks,2
2020,Identifying Statistical Bias in Dataset Replication,24
2020,Distributed Online Optimization over a Heterogeneous Network with Any-Batch Mirror Descent,3
2020,Rigging the Lottery: Making All Tickets Winners,102
2020,Faster Graph Embeddings via Coarsening,4
2020,Latent Bernoulli Autoencoder,0
2020,Optimal Sequential Maximization: One Interview is Enough!,2
2020,Spectral Graph Matching and Regularized Quadratic Relaxations: Algorithm and Theory,7
2020,On hyperparameter tuning in general clustering problemsm,2
2020,Online mirror descent and dual averaging: keeping pace in the dynamic case,6
2020,Stochastic Regret Minimization in Extensive-Form Games,9
2020,Do GANs always have Nash equilibria?,21
2020,Growing Action Spaces,10
2020,Improved Optimistic Algorithms for Logistic Bandits,14
2020,Revisiting Fundamentals of Experience Replay,38
2020,Learning with Multiple Complementary Labels,27
2020,Global Concavity and Optimization in a Class of Dynamic Discrete Choice Models,0
2020,The Intrinsic Robustness of Stochastic Bandits to Strategic Manipulation,13
2020,Accountable Off-Policy Evaluation With Kernel Bellman Statistics,18
2020,Kernelized Stein Discrepancy Tests of Goodness-of-fit for Time-to-Event Data,5
2020,Why Are Learned Indexes So Effective?,11
2020,"Implicit Learning Dynamics in Stackelberg Games: Equilibria Characterization, Convergence Analysis, and Empirical Study",30
2020,"Can Autonomous Vehicles Identify, Recover From, and Adapt to Distribution Shifts?",40
2020,How to Train Your Neural ODE: the World of Jacobian and Kinetic Regularization,53
2020,Generalizing Convolutional Neural Networks for Equivariance to Lie Groups on Arbitrary Continuous Data,76
2020,Information Particle Filter Tree: An Online Algorithm for POMDPs with Belief-Based Rewards on Continuous Domains,2
2020,Topic Modeling via Full Dependence Mixtures,1
2020,Beyond UCB: Optimal and Efficient Contextual Bandits with Regression Oracles,44
2020,Logarithmic Regret for Adversarial Online Control,27
2020,p-Norm Flow Diffusion for Local Graph Clustering,6
2020,Stochastic Latent Residual Video Prediction,36
2020,Leveraging Frequency Analysis for Deep Fake Image Recognition,54
2020,Linear Mode Connectivity and the Lottery Ticket Hypothesis,89
2020,No-Regret and Incentive-Compatible Online Learning,1
2020,Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods,18
2020,AutoGAN-Distiller: Searching to Compress Generative Adversarial Networks,45
2020,Don’t Waste Your Bits! Squeeze Activations and Gradients for Deep Neural Networks via TinyScript,8
2020,DessiLBI: Exploring Structural Sparsity of Deep Networks via Differential Inclusion Paths,2
2020,Approximation Guarantees of Local Search Algorithms via Localizability of Set Functions,0
2020,Accelerating the diffusion-based ensemble sampling by non-reversible dynamics,5
2020,Stochastic bandits with arm-dependent delays,7
2020,Abstraction Mechanisms Predict Generalization in Deep Neural Networks,0
2020,A Free-Energy Principle for Representation Learning,4
2020,Can Stochastic Zeroth-Order Frank-Wolfe Method Converge Faster for Non-Convex Problems?,5
2020,Online Convex Optimization in the Random Order Model,2
2020,Symbolic Network: Generalized Neural Policies for Relational MDPs,4
2020,Predicting deliberative outcomes,0
2020,Generalization and Representational Limits of Graph Neural Networks,74
2020,Deep PQR: Solving Inverse Reinforcement Learning using Anchor Actions,3
2020,Multilinear Latent Conditioning for Generating Unseen Attribute Combinations,6
2020,Generalisation error in learning with random features and the hidden manifold model,52
2020,Black-Box Methods for Restoring Monotonicity,0
2020,Online Multi-Kernel Learning with Graph-Structured Feedback,1
2020,Task-Oriented Active Perception and Planning in Environments with Partially Known Semantics,1
2020,Characterizing Distribution Equivalence and Structure Learning for Cyclic and Acyclic Directed Graphs,7
2020,Private Counting from Anonymous Messages: Near-Optimal Accuracy with Vanishing Communication Overhead,16
2020,Aligned Cross Entropy for Non-Autoregressive Machine Translation,32
2020,Gradient Temporal-Difference Learning with Regularized Corrections,12
2020,A Distributional Framework For Data Valuation,17
2020,Fractal Gaussian Networks: A sparse random graph model based on Gaussian Multiplicative Chaos,0
2020,Representations for Stable Off-Policy Reinforcement Learning,6
2020,Adaptive Sketching for Fast and Convergent Canonical Polyadic Decomposition,4
2020,One Size Fits All: Can We Train One Denoiser for All Noise Levels?,5
2020,Superpolynomial Lower Bounds for Learning One-Layer Neural Networks using Gradient Descent,25
2020,SimGANs: Simulator-Based Generative Adversarial Networks for ECG Synthesis to Improve Deep ECG Classification,15
2020,Unraveling Meta-Learning: Understanding Feature Representations for Few-Shot Tasks,28
2020,Towards a General Theory of Infinite-Width Limits of Neural Classifiers,4
2020,Differentially Private Set Union,13
2020,The continuous categorical: a novel simplex-valued exponential family,6
2020,Automatic Reparameterisation of Probabilistic Programs,10
2020,Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions,12
2020,Learning to Navigate The Synthetically Accessible Chemical Space Using Reinforcement Learning,31
2020,Ordinal Non-negative Matrix Factorization for Recommendation,8
2020,PoWER-BERT: Accelerating BERT Inference via Progressive Word-vector Elimination,8
2020,PackIt: A Virtual Environment for Geometric Planning,1
2020,DROCC: Deep Robust One-Class Classification,34
2020,Scalable Gaussian Process Separation for Kernels with a Non-Stationary Phase,0
2020,Learning the Stein Discrepancy for Training and Evaluating Energy-Based Models without Sampling,22
2020,On the Iteration Complexity of Hypergradient Computation,28
2020,Robust Learning with the Hilbert-Schmidt Independence Criterion,15
2020,Monte-Carlo Tree Search as Regularized Policy Optimization,25
2020,Near-Tight Margin-Based Generalization Bounds for Support Vector Machines,5
2020,Implicit Geometric Regularization for Learning Shapes,86
2020,Improving the Gating Mechanism of Recurrent Neural Networks,14
2020,Recurrent Hierarchical Topic-Guided RNN for Language Generation,8
2020,Breaking the Curse of Space Explosion: Towards Efficient NAS with Curriculum Search,23
2020,Certified Data Removal from Machine Learning Models,52
2020,LTF: A Label Transformation Framework for Correcting Label Shift,5
2020,Learning to Branch for Multi-Task Learning,21
2020,Communication-Efficient Distributed Stochastic AUC Maximization with Deep Neural Networks,10
2020,Bootstrap Latent-Predictive Representations for Multitask Reinforcement Learning,39
2020,Accelerating Large-Scale Inference with Anisotropic Vector Quantization,70
2020,Safe Deep Semi-Supervised Learning for Unseen-Class Unlabeled Data,31
2020,Neural Topic Modeling with Continual Lifelong Learning,8
2020,Multidimensional Shape Constraints,3
2020,Retrieval Augmented Language Model Pre-Training,37
2020,Streaming Submodular Maximization under a k-Set System Constraint,11
2020,Let’s Agree to Agree: Neural Networks Share Classification Order on Real Datasets,12
2020,Optimal approximation for unconstrained non-submodular minimization,6
2020,FedBoost: A Communication-Efficient Algorithm for Federated Learning,30
2020,Polynomial Tensor Sketch for Element-wise Function of Low-Rank Matrix,4
2020,DRWR: A Differentiable Renderer without Rendering for Unsupervised 3D Structure Learning from Silhouette Images,16
2020,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,45
2020,Training Binary Neural Networks through Learning with Noisy Supervision,24
2020,Stochastic Subspace Cubic Newton Method,10
2020,Variance Reduced Coordinate Descent with Acceleration: New Method With a Surprising Application to Finite-Sum Problems,4
2020,Data Amplification: Instance-Optimal Property Estimation,15
2020,Dynamic Knapsack Optimization Towards Efficient Multi-Channel Sequential Advertising,4
2020,Improving generalization by controlling label-noise information in neural network weights,14
2020,A Natural Lottery Ticket Winner: Reinforcement Learning with Ordinary Neural Circuits,7
2020,Bayesian Graph Neural Networks with Adaptive Connection Sampling,23
2020,CoMic: Complementary Task Learning & Mimicry for Reusable Skills,8
2020,Contrastive Multi-View Representation Learning on Graphs,138
2020,Nested Subspace Arrangement for Representation of Relational Data,0
2020,The Tree Ensemble Layer: Differentiability meets Conditional Computation,14
2020,Compressive sensing with un-trained neural networks: Gradient descent finds a smooth approximation,7
2020,Hierarchically Decoupled Imitation For Morphological Transfer,9
2020,Gradient-free Online Learning in Continuous Games with Delayed Rewards,4
2020,Data-Efficient Image Recognition with Contrastive Predictive Coding,551
2020,Minimax Rate for Learning From Pairwise Comparisons in the BTL Model,2
2020,Statistically Preconditioned Accelerated Gradient Method for Distributed Optimization,18
2020,Cost-Effective Interactive Attention Learning with Neural Attention Processes,4
2020,Likelihood-free MCMC with Amortized Approximate Ratio Estimators,34
2020,Towards Non-Parametric Drift Detection via Dynamic Adapting Window Independence Drift Detection (DAWIDD),3
2020,Optimization and Analysis of the pAp@k Metric for Recommender Systems,1
2020,Optimizing Dynamic Structures with Bayesian Generative Search,2
2020,Learning Task-Agnostic Embedding of Multiple Black-Box Experts for Multi-Task Model Fusion,7
2020,Parameterized Rate-Distortion Stochastic Encoder,1
2020,Topologically Densified Distributions,7
2020,Graph Filtration Learning,20
2020,Black-Box Variational Inference as a Parametric Approximation to Langevin Dynamics,5
2020,Learning Mixtures of Graphs from Epidemic Cascades,4
2020,Set Functions for Time Series,185
2020,Lifted Disjoint Paths with Application in Multiple Object Tracking,45
2020,Infinite attention: NNGP and NTK for deep attention networks,23
2020,The Non-IID Data Quagmire of Decentralized Machine Learning,117
2020,“Other-Play” for Zero-Shot Coordination,33
2020,XTREME: A Massively Multilingual Multi-task Benchmark for Evaluating Cross-lingual Generalisation,254
2020,Momentum-Based Policy Gradient Methods,11
2020,From Importance Sampling to Doubly Robust Policy Gradient,8
2020,Evaluating Lossy Compression Rates of Deep Generative Models,9
2020,One Policy to Control Them All: Shared Modular Policies for Agent-Agnostic Control,22
2020,Communication-Efficient Distributed PCA by Riemannian Optimization,3
2020,Improving Transformer Optimization Through Better Initialization,23
2020,More Information Supervised Probabilistic Deep Face Embedding Learning,1
2020,Generating Programmatic Referring Expressions via Program Synthesis,1
2020,InstaHide: Instance-hiding Schemes for Private Distributed Learning,30
2020,Accelerated Stochastic Gradient-free and Projection-free Methods,8
2020,Deep Graph Random Process for Relational-Thinking-Based Speech Recognition,5
2020,Dynamics of Deep Neural Networks and Neural Tangent Hierarchy,54
2020,Curvature-corrected learning dynamics in deep neural networks,0
2020,Multigrid Neural Memory,3
2020,Meta-Learning with Shared Amortized Variational Inference,3
2020,Linear Lower Bounds and Conditioning of Differentiable Games,26
2020,Fast Deterministic CUR Matrix Decomposition with Accuracy Assurance,4
2020,Do We Need Zero Training Loss After Achieving Zero Training Error?,35
2020,Semi-Supervised Learning with Normalizing Flows,31
2020,Implicit Regularization of Random Feature Models,26
2020,Correlation Clustering with Asymmetric Classification Errors,4
2020,Optimal Robust Learning of Discrete Distributions from Batches,5
2020,Generalization to New Actions in Reinforcement Learning,7
2020,Tails of Lipschitz Triangular Flows,6
2020,Learning Portable Representations for High-Level Planning,11
2020,Debiased Sinkhorn barycenters,14
2020,Parametric Gaussian Process Regressors,21
2020,Inverse Active Sensing: Modeling and Understanding Timely Decision-Making,7
2020,Source Separation with Deep Generative Priors,12
2020,Extra-gradient with player sampling for faster convergence in n-player games,2
2020,T-GD: Transferable GAN-generated Images Detection Framework,8
2020,History-Gradient Aided Batch Size Adaptation for Variance Reduced Algorithms,5
2020,Information-Theoretic Local Minima Characterization and Regularization,5
2020,Optimizing Black-box Metrics with Adaptive Surrogates,4
2020,"BINOCULARS for efficient, nonmyopic sequential experimental design",15
2020,Beyond Synthetic Noise: Deep Learning on Controlled Noisy Labels,69
2020,Implicit Class-Conditioned Domain Alignment for Unsupervised Domain Adaptation,34
2020,Associative Memory in Iterated Overparameterized Sigmoid Autoencoders,0
2020,Hierarchical Generation of Molecular Graphs using Structural Motifs,53
2020,Multi-Objective Molecule Generation using Interpretable Substructures,26
2020,Learning Adversarial Markov Decision Processes with Bandit Feedback and Unknown Transition,24
2020,Reward-Free Exploration for Reinforcement Learning,59
2020,What is Local Optimality in Nonconvex-Nonconcave Minimax Optimization?,108
2020,Efficiently Solving MDPs with Stochastic Mirror Descent,17
2020,Computational and Statistical Tradeoffs in Inferring Combinatorial Structures of Ising Model,0
2020,AdaScale SGD: A User-Friendly Algorithm for Distributed Training,8
2020,Guided Learning of Nonconvex Models through Successive Functional Gradient Optimization,1
2020,On Relativistic f-Divergences,14
2020,Fair k-Centers via Maximum Matching,6
2020,Being Bayesian about Categorical Probability,11
2020,Evaluating the Performance of Reinforcement Learning Algorithms,13
2020,Stochastic Differential Equations with Variational Wishart Diffusions,5
2020,A simpler approach to accelerated optimization: iterative averaging meets optimism,4
2020,Sets Clustering,123
2020,Distribution Augmentation for Generative Modeling,9
2020,Sub-Goal Trees a Framework for Goal-Based Reinforcement Learning,5
2020,Partial Trace Regression and Low-Rank Kraus Decomposition,2
2020,Strategyproof Mean Estimation from Multiple-Choice Questions,0
2020,Variational Autoencoders with Riemannian Brownian Motion Priors,15
2020,DeepMatch: Balancing Deep Covariate Representations for Causal Inference Using Adversarial Training,35
2020,Double Reinforcement Learning for Efficient and Robust Off-Policy Evaluation,2
2020,Statistically Efficient Off-Policy Policy Gradients,13
2020,On the Power of Compressed Sensing with Generative Models,4
2020,Learning and Evaluating Contextual Embedding of Source Code,53
2020,Operation-Aware Soft Channel Pruning using Differentiable Masks,33
2020,SCAFFOLD: Stochastic Controlled Averaging for Federated Learning,228
2020,Non-autoregressive Machine Translation with Disentangled Context Transformer,20
2020,Transformers are RNNs: Fast Autoregressive Transformers with Linear Attention,181
2020,Rate-distortion optimization guided autoencoder for isometric embedding in Euclidean latent space,7
2020,Efficient Non-conjugate Gaussian Process Factor Models for Spike Count Data using Polynomial Approximations,5
2020,Quantum Expectation-Maximization for Gaussian mixture models,7
2020,Differentiable Likelihoods for Fast Inversion of ’Likelihood-Free’ Dynamical Systems,13
2020,Feature Noise Induces Loss Discrepancy Across Groups,3
2020,Entropy Minimization In Emergent Languages,9
2020,Private Outsourced Bayesian Optimization,6
2020,What can I do here? A Theory of Affordances in Reinforcement Learning,17
2020,Uniform Convergence of Rank-weighted Learning,8
2020,FACT: A Diagnostic for Group Fairness Trade-offs,8
2020,Puzzle Mix: Exploiting Saliency and Local Statistics for Optimal Mixup,37
2020,Domain Adaptive Imitation Learning,11
2020,Variational Inference for Sequential Data with Future Likelihood Estimates,1
2020,Active World Model Learning with Progress Curiosity,14
2020,Bayesian Experimental Design for Implicit Models by Mutual Information Neural Estimation,14
2020,Optimal Continual Learning has Perfect Memory and is NP-hard,21
2020,Concept Bottleneck Models,58
2020,Learning Similarity Metrics for Numerical Simulations,4
2020,Equivariant Flows: Exact Likelihood Generative Learning for Symmetric Densities,30
2020,Online Learning for Active Cache Synchronization,3
2020,A Unified Theory of Decentralized SGD with Changing Topology and Local Updates,103
2020,Meta-learning for Mixed Linear Regression,21
2020,SDE-Net: Equipping Deep Neural Networks with Uncertainty Estimates,31
2020,On the Sample Complexity of Adversarial Multi-Source PAC Learning,7
2020,Asynchronous Coagent Networks,6
2020,"Being Bayesian, Even Just a Bit, Fixes Overconfidence in ReLU Networks",53
2020,A Sequential Self Teaching Approach for Improving Generalization in Sound Event Recognition,16
2020,Curse of Dimensionality on Randomized Smoothing for Certifiable Robustness,34
2020,Understanding Self-Training for Gradual Domain Adaptation,51
2020,On Implicit Regularization in $β$-VAEs,14
2020,Problems with Shapley-value-based explanations as feature importance measures,82
2020,Efficient Identification in Linear Structural Causal Models with Auxiliary Cutsets,5
2020,Two Routes to Scalable Credit Assignment without Weight Symmetry,16
2020,Online Dense Subgraph Discovery via Blurred-Graph Feedback,8
2020,Inducing and Exploiting Activation Sparsity for Fast Inference on Deep Neural Networks,7
2020,Soft Threshold Weight Reparameterization for Learnable Sparsity,40
2020,Controlling Overestimation Bias with Truncated Mixture of Continuous Distributional Quantile Critics,20
2020,Principled learning method for Wasserstein distributionally robust optimization with local perturbations,0
2020,Concentration bounds for CVaR estimation: The cases of light-tailed and heavy-tailed distributions,22
2020,Optimal Randomized First-Order Methods for Least-Squares Problems,16
2020,Duality in RKHSs with Infinite Dimensional Outputs: Application to Robust Losses,3
2020,Recht-Re Noncommutative Arithmetic-Geometric Mean Conjecture is False,11
2020,Bidirectional Model-based Policy Optimization,2
2020,Robust and Stable Black Box Explanations,24
2020,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,150
2020,Efficient Proximal Mapping of the 1-path-norm of Shallow Networks,0
2020,Learning with Good Feature Representations in Bandits and in RL with a Generative Model,73
2020,Inertial Block Proximal Methods for Non-Convex Non-Smooth Optimization,17
2020,Self-Attentive Associative Memory,13
2020,Causal Effect Identifiability under Partial-Observability,11
2020,Estimating Model Uncertainty of Neural Networks in Sparse Information Form,13
2020,Self-supervised Label Augmentation via Input Transformations,31
2020,Batch Reinforcement Learning with Hyperparameter Gradients,6
2020,Accelerated Message Passing for Entropy-Regularized MAP Inference,0
2020,Learning Compound Tasks without Task-specific Knowledge via Imitation and Self-supervised Learning,3
2020,Context-aware Dynamics Model for Generalization in Model-Based Reinforcement Learning,23
2020,Temporal Phenotyping using Deep Predictive Clustering of Disease Progression,11
2020,Tensor denoising and completion based on ordinal observations,8
2020,Analytic Marching: An Analytic Meshing Solution from Deep Implicit Surface Networks,8
2020,SGD Learns One-Layer Networks in WGANs,20
2020,Fine-Grained Analysis of Stability and Generalization for Stochastic Gradient Descent,25
2020,Learning Quadratic Games on Networks,8
2020,ACFlow: Flow Models for Arbitrary Conditional Likelihoods,9
2020,Manifold Identification for Ultimately Communication-Efficient Distributed Optimization,0
2020,Neural Architecture Search in A Proxy Validation Loss Landscape,16
2020,PENNI: Pruned Kernel Sharing for Efficient CNN Inference,3
2020,Implicit Euler Skip Connections: Enhancing Adversarial Robustness via Numerical Stability,10
2020,"Closed Loop Neural-Symbolic Learning via Integrating Neural Perception, Grammar Parsing, and Symbolic Reasoning",20
2020,Acceleration for Compressed Gradient Descent in Distributed and Federated Optimization,52
2020,On the Relation between Quality-Diversity Evaluation and Distribution-Fitting Goal in Text Generation,0
2020,Latent Space Factorisation and Manipulation via Matrix Subspace Projection,12
2020,Visual Grounding of Learned Physical Models,22
2020,Learning from Irregularly-Sampled Time Series: A Missing Data Perspective,14
