YEAR,TITLE,citations 
2018,Stein Points,69
2018,Learning K-way D-dimensional Discrete Codes for Compact Embedding Representations,57
2018,PixelSNAIL: An Improved Autoregressive Generative Model,118
2018,Dynamical Isometry and a Mean Field Theory of RNNs: Gating Enables Signal Propagation in Recurrent Neural Networks,80
2018,Learning to Explain: An Information-Theoretic Perspective on Model Interpretation,256
2018,Variational Inference and Model Selection with Generalized Evidence Bounds,19
2018,DRACO: Byzantine-resilient Distributed Training via Redundant Gradients,136
2018,SADAGRAD: Strongly Adaptive Stochastic Gradient Methods,21
2018,Covariate Adjusted Precision Matrix Estimation via Nonconvex Optimization,7
2018,End-to-End Learning for the Deep Multivariate Probit Model,18
2018,Stochastic Training of Graph Convolutional Networks with Variance Reduction,234
2018,Extreme Learning to Rank via Low Rank Assumption,4
2018,Learning a Mixture of Two Multinomial Logits,19
2018,Structured Evolution with Compact Architectures for Scalable Policy Optimization,83
2018,Path Consistency Learning in Tsallis Entropy Regularized MDPs,20
2018,"An Iterative, Sketching-based Framework for Ridge Regression",29
2018,Stochastic Wasserstein Barycenters,60
2018,Self-Consistent Trajectory Autoencoder: Hierarchical Reinforcement Learning with Trajectory Embeddings,90
2018,On Acceleration with Noise-Corrupted Gradients,61
2018,Online Linear Quadratic Control,67
2018,GEP-PG: Decoupling Exploration and Exploitation in Deep Reinforcement Learning Algorithms,103
2018,Efficient Model-Based Deep Reinforcement Learning with Variational State Tabulation,44
2018,Online Learning with Abstention,23
2018,Constrained Interacting Submodular Groupings,5
2018,Inference Suboptimality in Variational Autoencoders,172
2018,Mix & Match Agent Curricula for Reinforcement Learning,42
2018,Implicit Quantile Networks for Distributional Reinforcement Learning,206
2018,Learning Steady-States of Iterative Algorithms over Graphs,101
2018,Adversarial Attack on Graph Structured Data,331
2018,SBEED: Convergent Reinforcement Learning with Nonlinear Function Approximation,158
2018,Compressing Neural Networks using the Variational Information Bottleneck,105
2018,Asynchronous Byzantine Machine Learning (the case of SGD),60
2018,Escaping Saddles with Stochastic Gradients,86
2018,Minibatch Gibbs Sampling on Large Graphical Models,13
2018,Stochastic Video Generation with a Learned Prior,289
2018,Decomposition of Uncertainty in Bayesian Deep Learning for Efficient and Risk-sensitive Learning,138
2018,Accurate Inference for Adaptive Linear Models,28
2018,Variational Network Inference: Strong and Stable with Concrete Support,0
2018,Modeling Sparse Deviations for Compressed Sensing using Generative Models,46
2018,Alternating Randomized Block Coordinate Descent,19
2018,Learning to Act in Decentralized Partially Observable MDPs,20
2018,Leveraging Well-Conditioned Bases: Streaming and Distributed Summaries in Minkowski $p$-Norms,5
2018,Noisin: Unbiased Regularization for Recurrent Neural Networks,19
2018,Discovering and Removing Exogenous State Variables and Rewards for Reinforcement Learning,4
2018,Coordinated Exploration in Concurrent Reinforcement Learning,23
2018,Probabilistic Recurrent State-Space Models,71
2018,Randomized Block Cubic Newton Method,19
2018,Low-Rank Riemannian Optimization on Positive Semidefinite Stochastic Matrices with Applications to Graph Clustering,10
2018,Essentially No Barriers in Neural Network Energy Landscape,168
2018,Weakly Consistent Optimal Pricing Algorithms in Repeated Posted-Price Auctions with Strategic Buyer,18
2018,On the Power of Over-parametrization in Neural Networks with Quadratic Activation,178
2018,Gradient Descent Learns One-hidden-layer CNN: Don’t be Afraid of Spurious Local Minima,181
2018,Investigating Human Priors for Playing Video Games,119
2018,A Distributed Second-Order Algorithm You Can Trust,26
2018,Computational Optimal Transport: Complexity by Accelerated Gradient Descent Is Better Than by Sinkhorn’s Algorithm,146
2018,Entropy-SGD optimizes the prior of a PAC-Bayes bound: Generalization properties of Entropy-SGD and data-dependent priors,34
2018,Beyond the One-Step Greedy Approach in Reinforcement Learning,27
2018,Parallel and Streaming Algorithms for K-Core Decomposition,9
2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,784
2018,Scalable Gaussian Processes with Grid-Structured Eigenfunctions (GP-GRIEF),18
2018,"The Limits of Maxing, Ranking, and Preference Learning",17
2018,BOHB: Robust and Efficient Hyperparameter Optimization at Scale,470
2018,More Robust Doubly Robust Off-policy Evaluation,143
2018,Efficient and Consistent Adversarial Bipartite Matching,13
2018,Global Convergence of Policy Gradient Methods for the Linear Quadratic Regulator,281
2018,CRVI: Convex Relaxation for Variational Inference,2
2018,Fourier Policy Gradients,12
2018,Nonparametric variable importance using an augmented neural network with multi-task learning,12
2018,Closed-form Marginal Likelihood in Gamma-Poisson Matrix Factorization,4
2018,Automatic Goal Generation for Reinforcement Learning Agents,184
2018,DiCE: The Infinitely Differentiable Monte Carlo Estimator,50
2018,Practical Contextual Bandits with Regression Oracles,53
2018,Generative Temporal Models with Spatial Memory for Partially Observed Environments,22
2018,ADMM and Accelerated ADMM as Continuous Dynamical Systems,47
2018,Bilevel Programming for Hyperparameter Optimization and Meta-Learning,272
2018,Efficient Bias-Span-Constrained Exploration-Exploitation in Reinforcement Learning,63
2018,Addressing Function Approximation Error in Actor-Critic Methods,1391
2018,Clipped Action Policy Gradient,23
2018,Born Again Neural Networks,511
2018,The Generalization Error of Dictionary Learning with Moreau Envelopes,3
2018,Local Private Hypothesis Testing: Chi-Square Tests,44
2018,Inductive Two-Layer Modeling with Parametric Bregman Transfer,3
2018,Hyperbolic Entailment Cones for Learning Hierarchical Embeddings,123
2018,Parameterized Algorithms for the Matrix Completion Problem,16
2018,Synthesizing Programs for Images using Reinforced Adversarial Learning,143
2018,Spotlight: Optimizing Device Placement for Training Deep Neural Networks,54
2018,Parallel Bayesian Network Structure Learning,14
2018,Structured Output Learning with Abstention: Application to Accurate Opinion Prediction,3
2018,Conditional Neural Processes,299
2018,Temporal Poisson Square Root Graphical Models,6
2018,Budgeted Experiment Design for Causal Structure Learning,38
2018,Linear Spectral Estimators and an Application to Phase Retrieval,13
2018,Structured Variational Learning of Bayesian Neural Networks with Horseshoe Priors,46
2018,Learning Maximum-A-Posteriori Perturbation Models for Structured Prediction in Polynomial Time,7
2018,Robust and Scalable Models of Microbiome Dynamics,24
2018,Non-linear motor control by local learning in spiking neural networks,7
2018,Learning One Convolutional Layer with Overlapping Patches,59
2018,Visualizing and Understanding Atari Agents,176
2018,Learning Policy Representations in Multiagent Systems,58
2018,Faster Derivative-Free Stochastic Algorithm for Shared Memory Machines,18
2018,Learning to search with MCTSnets,67
2018,Characterizing Implicit Bias in Terms of Optimization Geometry,207
2018,Shampoo: Preconditioned Stochastic Tensor Optimization,48
2018,Latent Space Policies for Hierarchical Reinforcement Learning,121
2018,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,2307
2018,Comparison-Based Random Forests,18
2018,K-Beam Minimax: Efficient Optimization for Deep Adversarial Learning,9
2018,Candidates vs. Noises Estimation for Large Multi-Class Classification Problem,4
2018,Stein Variational Gradient Descent Without Gradient,26
2018,Deep Models of Interactions Across Sets,68
2018,Learning Memory Access Patterns,103
2018,Fairness Without Demographics in Repeated Loss Minimization,194
2018,Multicalibration: Calibration for the (Computationally-Identifiable) Masses,158
2018,Recurrent Predictive State Policy Networks,18
2018,Learning unknown ODE models with Gaussian processes,33
2018,Orthogonal Recurrent Neural Networks with Scaled Cayley Transform,68
2018,Fast Bellman Updates for Robust MDPs,17
2018,CyCADA: Cycle-Consistent Adversarial Domain Adaptation,1620
2018,Sound Abstraction and Decomposition of Probabilistic Programs,11
2018,Gradient Primal-Dual Algorithm Converges to Second-Order Stationary Solution for Nonconvex Distributed Optimization Over Networks,46
2018,Variational Bayesian dropout: pitfalls and fixes,49
2018,Does Distributionally Robust Supervised Learning Give Robust Classifiers?,100
2018,Dissipativity Theory for Accelerating Stochastic Variance Reduction: A Unified Analysis of SVRG and Katyusha Using Semidefinite Programs,16
2018,Near Optimal Frequent Directions for Sketching Dense and Sparse Matrices,18
2018,Learning Deep ResNet Blocks Sequentially using Boosting Theory,76
2018,Learning Hidden Markov Models from Pairwise Co-occurrences with Application to Topic Modeling,17
2018,Neural Autoregressive Flows,245
2018,Topological mixture estimation,5
2018,Decoupled Parallel Backpropagation with Convergence Guarantee,46
2018,Using Reward Machines for High-Level Task Specification and Decomposition in Reinforcement Learning,87
2018,Deep Variational Reinforcement Learning for POMDPs,140
2018,Attention-based Deep Multiple Instance Learning,481
2018,Black-box Adversarial Attacks with Limited Queries and Information,555
2018,Analysis of Minimax Error Rate for Crowdsourcing and Its Application to Worker Clustering Model,15
2018,Improving Regression Performance with Distributional Losses,20
2018,Deep Density Destructors,14
2018,Unbiased Objective Estimation in Predictive Optimization,8
2018,Anonymous Walk Embeddings,119
2018,Learning Binary Latent Variable Models: A Tensor Eigenpair Approach,10
2018,Firing Bandits: Optimizing Crowdfunding,14
2018,Differentially Private Matrix Completion Revisited,22
2018,Video Prediction with Appearance and Motion Conditions,25
2018,Pathwise Derivatives Beyond the Reparameterization Trick,65
2018,Detecting non-causal artifacts in multivariate linear regression models,14
2018,A Unified Framework for Structured Low-rank Matrix Learning,13
2018,Efficient end-to-end learning for quantizable representations,10
2018,Exploring Hidden Dimensions in Accelerating Convolutional Neural Networks,20
2018,Feedback-Based Tree Search for Reinforcement Learning,27
2018,Quickshift++: Provably Good Initializations for Sample-Based Mean Shift,12
2018,MentorNet: Learning Data-Driven Curriculum for Very Deep Neural Networks on Corrupted Labels,693
2018,The Weighted Kendall and High-order Kernels for Permutations,5
2018,Junction Tree Variational Autoencoder for Molecular Graph Generation,583
2018,Network Global Testing by Counting Graphlets,16
2018,Regret Minimization for Partially Observable Deep Reinforcement Learning,33
2018,WSNet: Compact and Efficient Networks Through Weight Sampling,8
2018,Large-Scale Cox Process Inference using Variational Fourier Features,23
2018,Composite Functional Gradient Learning of Generative Adversarial Models,12
2018,Kronecker Recurrent Units,38
2018,Fast Decoding in Sequence Models Using Discrete Latent Variables,61
2018,Kernel Recursive ABC: Point Estimation with Intractable Likelihood,10
2018,Efficient Neural Audio Synthesis,513
2018,Learning Diffusion using Hyperparameters,16
2018,Signal and Noise Statistics Oblivious Orthogonal Matching Pursuit,9
2018,Residual Unfairness in Fair Machine Learning from Prejudiced Data,76
2018,Learn from Your Neighbor: Learning Multi-modal Mappings from Sparse Annotations,4
2018,Semi-Supervised Learning via Compact Latent Space Clustering,53
2018,Policy Optimization with Demonstrations,76
2018,Improving Sign Random Projections With Additional Information,2
2018,Let’s be Honest: An Optimal No-Regret Framework for Zero-Sum Games,10
2018,Continual Reinforcement Learning with Complex Synapses,51
2018,LaVAN: Localized and Visible Adversarial Noise,111
2018,Riemannian Stochastic Recursive Gradient Algorithm,26
2018,Not All Samples Are Created Equal: Deep Learning with Importance Sampling,195
2018,Feasible Arm Identification,9
2018,Scalable Deletion-Robust Submodular Maximization: Data Summarization with Privacy and Fairness Constraints,41
2018,Focused Hierarchical RNNs for Conditional Sequence Processing,19
2018,Preventing Fairness Gerrymandering: Auditing and Learning for Subgroup Fairness,351
2018,Improved nearest neighbor search using auxiliary information and priority functions,6
2018,ContextNet: Deep learning for Star Galaxy Classification,5
2018,Frank-Wolfe with Subsampling Oracle,19
2018,Convergence guarantees for a class of non-convex and non-smooth optimization problems,34
2018,Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam,143
2018,Geometry Score: A Method For Comparing Generative Adversarial Networks,60
2018,Blind Justice: Fairness with Encrypted Sensitive Attributes,70
2018,Markov Modulated Gaussian Cox Processes for Semi-Stationary Intensity Modeling of Events Data,3
2018,Disentangling by Factorising,651
2018,Self-Bounded Prediction Suffix Tree via Approximate String Matching,1
2018,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),577
2018,Semi-Amortized Variational Autoencoders,173
2018,Neural Relational Inference for Interacting Systems,378
2018,An Alternative View: When Does SGD Escape Local Minima?,171
2018,Crowdsourcing with Arbitrary Adversaries,20
2018,Spatio-temporal Bayesian On-line Changepoint Detection with Model Selection,23
2018,Fast Gradient-Based Methods with Exponential Rate: A Hybrid Control Framework,9
2018,Nonconvex Optimization for Regression with Fairness Constraints,60
2018,On the Generalization of Equivariance and Convolution in Neural Networks to the Action of Compact Groups,226
2018,Compiling Combinatorial Prediction Games,3
2018,Dynamic Evaluation of Neural Sequence Models,103
2018,Semiparametric Contextual Bandits,28
2018,"Fast Maximization of Non-Submodular, Monotonic Functions on the Integer Lattice",27
2018,Accurate Uncertainties for Deep Learning Using Calibrated Regression,242
2018,Trainable Calibration Measures for Neural Networks from Kernel Mean Embeddings,77
2018,Data-Dependent Stability of Stochastic Gradient Descent,88
2018,Explicit Inductive Bias for Transfer Learning with Convolutional Networks,120
2018,Understanding the Loss Surface of Neural Networks for Binary Classification,58
2018,Mixed batches and symmetric discriminators for GAN training,27
2018,Binary Partitions with Approximate Minimum Impurity,23
2018,Canonical Tensor Decomposition for Knowledge Base Completion,181
2018,Generalization without Systematicity: On the Compositional Skills of Sequence-to-Sequence Recurrent Networks,321
2018,An Estimation and Analysis Framework for the Rasch Model,2
2018,Partial Optimality and Fast Lower Bounds for Weighted Correlation Clustering,12
2018,Deep Linear Networks with Arbitrary Loss: All Local Minima Are Global,89
2018,The Multilinear Structure of ReLU Networks,38
2018,Hierarchical Imitation and Reinforcement Learning,98
2018,Gradient-Based Meta-Learning with Learned Layerwise Metric and Subspace,194
2018,Deep Reinforcement Learning in Continuous Action Spaces: a Case Study in the Game of Simulated Curling,28
2018,Gated Path Planning Networks,52
2018,Deep Asymmetric Multi-task Feature Learning,28
2018,Noise2Noise: Learning Image Restoration without Clean Data,626
2018,Out-of-sample extension of graph adjacency spectral embedding,7
2018,An Optimal Control Approach to Deep Learning and Applications to Discrete-Weight Neural Networks,46
2018,Towards Binary-Valued Gates for Robust LSTM Training,41
2018,On the Limitations of First-Order Approximation in GAN Dynamics,32
2018,"Submodular Hypergraphs: p-Laplacians, Cheeger Inequalities and Spectral Clustering",51
2018,The Well-Tempered Lasso,4
2018,Estimation of Markov Chain via Rank-Constrained Likelihood,11
2018,Asynchronous Decentralized Parallel Stochastic Gradient Descent,242
2018,RLlib: Abstractions for Distributed Reinforcement Learning,274
2018,On the Spectrum of Random Features Maps of High Dimensional Data,35
2018,The Dynamics of Learning: A Random Matrix Approach,27
2018,Reviving and Improving Recurrent Back-Propagation,42
2018,Optimal Distributed Learning with Multi-pass Stochastic Gradient Methods,11
2018,Optimal Rates of Sketched-regularized Algorithms for Least-Squares Regression over Hilbert Spaces,8
2018,Level-Set Methods for Finite-Sum Constrained Convex Optimization,19
2018,Detecting and Correcting for Label Shift with Black Box Predictors,182
2018,Generalized Robust Bayesian Committee Machine for Large-scale Gaussian Process Regression,45
2018,Towards Black-box Iterative Machine Teaching,37
2018,Delayed Impact of Fair Machine Learning,263
2018,A Two-Step Computation of the Exact GAN Wasserstein Distance,33
2018,Open Category Detection with PAC Guarantees,44
2018,Fast Variance Reduction Method with Stochastic Batch Size,5
2018,Fast Stochastic AUC Maximization with $O(1/n)$-Convergence Rate,43
2018,On Matching Pursuit and Coordinate Descent,20
2018,PDE-Net: Learning PDEs from Data,385
2018,Error Estimation for Randomized Least-Squares Algorithms via the Bootstrap,20
2018,Constraining the Dynamics of Deep Probabilistic Models,19
2018,Spectrally Approximating Large Graphs with Smaller Graphs,47
2018,The Edge Density Barrier: Computational-Statistical Tradeoffs in Combinatorial Inference,7
2018,Accelerating Greedy Coordinate Descent Methods,24
2018,Structured Variationally Auto-encoded Optimization,27
2018,Beyond Finite Layer Neural Networks: Bridging Deep Architectures and Numerical Differential Equations,287
2018,End-to-end Active Object Tracking via Reinforcement Learning,50
2018,Competitive Caching with Machine Learned Advice,123
2018,Batch Bayesian Optimization via Multi-objective Acquisition Ensemble for Automated Analog Circuit Design,49
2018,Celer: a Fast Solver for the Lasso with Dual Extrapolation,49
2018,The Power of Interpolation: Understanding the Effectiveness of SGD in Modern Over-parametrized Learning,161
2018,Gradient Descent for Sparse Rank-One Matrix Completion for Crowd-Sourced Aggregation of Sparsely Interacting Workers,14
2018,Implicit Regularization in Nonconvex Statistical Estimation: Gradient Descent Converges Linearly for Phase Retrieval and Matrix Completion,166
2018,Dimensionality-Driven Learning with Noisy Labels,224
2018,Approximate message passing for amplitude based optimization,11
2018,Orthogonal Machine Learning: Power and Limitations,13
2018,Learning Adversarially Fair and Transferable Representations,312
2018,"An Efficient, Generalized Bellman Update For Cooperative Inverse Reinforcement Learning",19
2018,Iterative Amortized Inference,92
2018,Streaming Principal Component Analysis in Noisy Setting,12
2018,Fast Approximate Spectral Clustering for Dynamic Networks,12
2018,Bayesian Model Selection for Change Point Detection and Clustering,2
2018,"Optimization, fast and slow: optimally switching between local and Bayesian optimization",19
2018,Bounds on the Approximation Power of Feedforward Neural Networks,5
2018,Differentiable Dynamic Programming for Structured Prediction and Attention,83
2018,Ranking Distributions based on Noisy Sorting,5
2018,Which Training Methods for GANs do actually Converge?,682
2018,Configurable Markov Decision Processes,28
2018,prDeep: Robust Phase Retrieval with a Flexible Deep Network,101
2018,Pseudo-task Augmentation: From Deep Multitask Learning to Intratask Sharing—and Back,32
2018,The Hidden Vulnerability of Distributed Learning in Byzantium,176
2018,Stochastic PCA with $\ell_2$ and $\ell_1$ Regularization,10
2018,On the Implicit Bias of Dropout,50
2018,One-Shot Segmentation in Clutter,32
2018,Differentiable plasticity: training plastic neural networks with backpropagation,95
2018,Training Neural Machines with Trace-Based Supervision,1
2018,Differentiable Abstract Interpretation for Provably Robust Neural Networks,295
2018,A Delay-tolerant Proximal-Gradient Algorithm for Distributed Learning,26
2018,Data Summarization at Scale: A Two-Stage Submodular Approach,28
2018,The Hierarchical Adaptive Forgetting Variational Filter,3
2018,Decentralized Submodular Maximization: Bridging Discrete and Continuous Settings,20
2018,DICOD: Distributed Convolutional Coordinate Descent for Convolutional Sparse Coding,18
2018,WHInter: A Working set algorithm for High-dimensional sparse second order Interaction models,15
2018,"Dropout Training, Data-dependent Regularization, and Generalization Bounds",17
2018,Kernelized Synaptic Weight Matrices,6
2018,Rapid Adaptation with Conditionally Shifted Neurons,165
2018,On the Relationship between Data Efficiency and Error for Uncertainty Sampling,14
2018,Fitting New Speakers Based on a Short Untranscribed Sample,65
2018,Smoothed Action Value Functions for Learning Gaussian Policies,16
2018,Nearly Optimal Robust Subspace Tracking,26
2018,Stochastic Proximal Algorithms for AUC Maximization,34
2018,Mitigating Bias in Adaptive Data Gathering via Differential Privacy,19
2018,Optimization Landscape and Expressivity of Deep CNNs,66
2018,Neural Networks Should Be Wide Enough to Learn Disconnected Decision Regions,26
2018,SGD and Hogwild! Convergence Without the Bounded Gradients Assumption,123
2018,Active Testing: An Efficient and Robust Framework for Estimating Accuracy,9
2018,On Learning Sparsely Used Dictionaries from Incomplete Samples,2
2018,Learning Continuous Hierarchies in the Lorentz Model of Hyperbolic Geometry,199
2018,State Space Gaussian Processes with Non-Gaussian Likelihood,27
2018,SparseMAP: Differentiable Sparse Structured Inference,89
2018,A Theoretical Explanation for Perplexing Behaviors of Backpropagation-based Visualizations,86
2018,Functional Gradient Boosting based on Residual Network Perception,15
2018,Beyond 1/2-Approximation for Submodular Maximization on Massive Data Streams,51
2018,The Uncertainty Bellman Equation and Exploration,113
2018,Is Generator Conditioning Causally Related to GAN Performance?,91
2018,Learning in Reproducing Kernel Kreı̆n Spaces,24
2018,BOCK : Bayesian Optimization with Cylindrical Kernels,69
2018,Self-Imitation Learning,164
2018,A probabilistic framework for multi-view feature learning with many-to-many associations via neural networks,9
2018,Transformation Autoregressive Networks,55
2018,Design of Experiments for Model Discrimination Hybridising Analytical and Data-Driven Approaches,6
2018,Parallel WaveNet: Fast High-Fidelity Speech Synthesis,556
2018,Learning Localized Spatio-Temporal Models From Streaming Data,0
2018,Autoregressive Quantile Networks for Generative Modeling,52
2018,Efficient First-Order Algorithms for Adaptive Signal Denoising,4
2018,Analyzing Uncertainty in Neural Machine Translation,126
2018,Learning Compact Neural Networks with Regularization,30
2018,Tree Edit Distance Learning via Adaptive Symbol Embeddings,19
2018,Reinforcement Learning with Function-Valued Action Spaces for Partial Differential Equation Control,4
2018,Learning to Speed Up Structured Output Prediction,5
2018,Theoretical Analysis of Image-to-Image Translation with Adversarial Learning,6
2018,Max-Mahalanobis Linear Discriminant Analysis Networks,34
2018,Stochastic Variance-Reduced Policy Gradient,85
2018,Learning Independent Causal Mechanisms,79
2018,Time Limits in Reinforcement Learning,60
2018,Image Transformer,601
2018,PIPPS: Flexible Model-Based Policy Search Robust to the Curse of Chaos,37
2018,"High-Quality Prediction Intervals for Deep Learning: A Distribution-Free, Ensembled Approach",116
2018,Adaptive Three Operator Splitting,22
2018,Efficient Neural Architecture Search via Parameters Sharing,1643
2018,"Bandits with Delayed, Aggregated Anonymous Feedback",45
2018,Constant-Time Predictive Distributions for Gaussian Processes,54
2018,Local Convergence Properties of SAGA/Prox-SVRG and Acceleration,26
2018,Equivalence of Multicategory SVM and Simplex Cone SVM: Fast Computations and Statistical Theory,2
2018,Learning Dynamics of Linear Denoising Autoencoders,11
2018,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,31
2018,Selecting Representative Examples for Program Synthesis,24
2018,Generalized Earley Parser: Bridging Symbolic Grammars and Sequence Data for Future Prediction,20
2018,Do Outliers Ruin Collaboration?,9
2018,Gradually Updated Neural Networks for Large-Scale Image Recognition,9
2018,DCFNet: Deep Neural Network with Decomposed Convolutional Filters,42
2018,Non-convex Conditional Gradient Sliding,17
2018,Machine Theory of Mind,239
2018,Fast Parametric Learning with Activation Memorization,34
2018,Can Deep Reinforcement Learning Solve Erdos-Selfridge-Spencer Games?,19
2018,Cut-Pursuit Algorithm for Regularizing Nonsmooth Functionals with Graph Total Variation,6
2018,Modeling Others using Oneself in Multi-Agent Reinforcement Learning,112
2018,On Nesting Monte Carlo Estimators,62
2018,Tighter Variational Bounds are Not Necessarily Better,146
2018,SAFFRON: an Adaptive Algorithm for Online Control of the False Discovery Rate,33
2018,QMIX: Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning,532
2018,Gradient Coding from Cyclic MDS Codes and Expander Graphs,79
2018,Learning Implicit Generative Models with the Method of Learned Moments,22
2018,Weightless: Lossy weight encoding for deep neural network compression,27
2018,Learning to Reweight Examples for Robust Deep Learning,640
2018,Learning by Playing Solving Sparse Reward Tasks from Scratch,258
2018,"Been There, Done That: Meta-Learning with Episodic Recall",53
2018,A Hierarchical Latent Vector Model for Learning Long-Term Structure in Music,284
2018,Learning to Optimize Combinatorial Functions,13
2018,Fast Information-theoretic Bayesian Optimisation,32
2018,Deep One-Class Classification,622
2018,Augment and Reduce: Stochastic Inference for Large Categorical Distributions,26
2018,Probabilistic Boolean Tensor Decomposition,12
2018,Black-Box Variational Inference for Stochastic Differential Equations,36
2018,Spurious Local Minima are Common in Two-Layer ReLU Neural Networks,184
2018,Learning Equations for Extrapolation and Control,76
2018,Tempered Adversarial Networks,16
2018,Representation Tradeoffs for Hyperbolic Embeddings,186
2018,Graph Networks as Learnable Physics Engines for Inference and Control,299
2018,A Classification-Based Study of Covariate Shift in GAN Distributions,35
2018,TAPAS: Tricks to Accelerate (encrypted) Prediction As a Service,72
2018,Tight Regret Bounds for Bayesian Optimization in One Dimension,17
2018,Learning with Abandonment,8
2018,Not to Cry Wolf: Distantly Supervised Multitask Learning in Critical Care,20
2018,Progress & Compress: A scalable framework for continual learning,344
2018,Multi-Fidelity Black-Box Optimization with Hierarchical Partitions,34
2018,Overcoming Catastrophic Forgetting with Hard Attention to the Task,318
2018,Bounding and Counting Linear Regions of Deep Neural Networks,127
2018,First Order Generative Adversarial Networks,3
2018,Finding Influential Training Samples for Gradient Boosted Decision Trees,26
2018,Solving Partial Assignment Problems using Random Clique Complexes,1
2018,Adafactor: Adaptive Learning Rates with Sublinear Memory Cost,190
2018,Locally Private Hypothesis Testing,39
2018,Learning in Integer Latent Variable Models with Nested Automatic Differentiation,1
2018,Towards More Efficient Stochastic Decentralized Learning: Faster Convergence and Sparse Communication,50
2018,An Algorithmic Framework of Variable Metric Over-Relaxed Hybrid Proximal Extra-Gradient Method,2
2018,A Spectral Approach to Gradient Estimation for Implicit Distributions,56
2018,TACO: Learning Task Decomposition via Temporal Alignment for Control,39
2018,"CRAFTML, an Efficient Clustering-based Random Forest for Extreme Multi-label Learning",33
2018,Asynchronous Stochastic Quasi-Newton MCMC for Non-Convex Optimization,21
2018,K-means clustering using random matrix sparsification,4
2018,Towards End-to-End Prosody Transfer for Expressive Speech Synthesis with Tacotron,317
2018,An Inference-Based Policy Gradient Method for Learning Options,23
2018,Accelerating Natural Gradient with Higher-Order Invariance,9
2018,Knowledge Transfer with Jacobian Matching,74
2018,Universal Planning Networks: Learning Generalizable Representations for Visuomotor Control,184
2018,Structured Control Nets for Deep Reinforcement Learning,32
2018,Approximation Algorithms for Cascading Prediction Models,8
2018,Learning Low-Dimensional Temporal Representations,6
2018,Exploiting the Potential of Standard Convolutional Autoencoders for Image Restoration by Evolutionary Search,58
2018,Stagewise Safe Bayesian Optimization with Gaussian Processes,64
2018,Neural Program Synthesis from Diverse Demonstration Videos,41
2018,Scalable approximate Bayesian inference for particle tracking data,9
2018,Graphical Nonconvex Optimization via an Adaptive Convex Relaxation,5
2018,Convolutional Imputation of Matrix Networks,6
2018,Differentiable Compositional Kernel Learning for Gaussian Processes,54
2018,Learning the Reward Function for a Misspecified Model,6
2018,$D^2$: Decentralized Training over Decentralized Data,165
2018,Neural Inverse Rendering for General Reflectance Photometric Stereo,51
2018,Black Box FDR,11
2018,Best Arm Identification in Linear Bandits with Linear Dimension Dependency,41
2018,Chi-square Generative Adversarial Network,30
2018,Lyapunov Functions for First-Order Methods: Tight Automated Convergence Guarantees,24
2018,Bayesian Uncertainty Estimation for Batch Normalized Deep Networks,152
2018,Decoupling Gradient-Like Learning Rules from Representations,6
2018,CoVeR: Learning Covariate-Specific Vector Representations with Tensor Decompositions,2
2018,Importance Weighted Transfer of Samples in Reinforcement Learning,25
2018,Adversarial Regression with Multiple Learners,19
2018,Convergent Tree Backup and Retrace with Function Approximation,30
2018,Learning Longer-term Dependencies in RNNs with Auxiliary Losses,124
2018,Theoretical Analysis of Sparse Subspace Clustering with Missing Entries,27
2018,StrassenNets: Deep Learning with a Multiplication Budget,19
2018,Invariance of Weight Distributions in Rectified MLPs,21
2018,Least-Squares Temporal Difference Learning for the Linear Quadratic Regulator,85
2018,The Mirage of Action-Dependent Baselines in Reinforcement Learning,85
2018,Adversarial Risk and the Dangers of Evaluating Against Weak Attacks,323
2018,DVAE++: Discrete Variational Autoencoders with Overlapping Transformations,51
2018,Programmatically Interpretable Reinforcement Learning,167
2018,Clustering Semi-Random Mixtures of Gaussians,6
2018,A Probabilistic Theory of Supervised Similarity Learning for Pointwise ROC Curve Optimization,17
2018,Hierarchical Multi-Label Classification Networks,104
2018,Transfer Learning via Learning to Transfer,81
2018,Semi-Supervised Learning on Data Streams via Temporal Label Propagation,29
2018,Neural Dynamic Programming for Musical Self Similarity,9
2018,Thompson Sampling for Combinatorial Semi-Bandits,68
2018,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning,149
2018,Analyzing the Robustness of Nearest Neighbors to Adversarial Examples,106
2018,Competitive Multi-agent Inverse Reinforcement Learning with Sub-optimal Demonstrations,26
2018,Coded Sparse Matrix Multiplication,86
2018,A Fast and Scalable Joint Estimator for Integrating Additional Knowledge in Learning Multiple Related Sparse Gaussian Graphical Models,3
2018,Provable Variable Selection for Streaming Features,8
2018,"Style Tokens: Unsupervised Style Modeling, Control and Transfer in End-to-End Speech Synthesis",387
2018,Adversarial Distillation of Bayesian Neural Network Posteriors,37
2018,Minimax Concave Penalized Multi-Armed Bandit Model with High-Dimensional Covariates,16
